INDEX,TYPE_AD,TERMINAL,OFF_BLOCK_TIME,NB_PAX_GROUND,NB_PAX_AIR,FROM_ROAD,FROM_SUBWAY,FROM_TRAIN,FROM_AIR
0,departure,T3,1500,153,0,"[-10014.318645002983, -9089.594218612343, -8559.231550313863, -6875.926401448731, -6723.500446716316, -6645.431884229102, -6419.639299572989, -6206.112018041939, -5587.704610954173, -5316.680253763399, -5059.226760848555, -5007.125000242202, -4908.010051598081, -4889.08306625154, -4873.780870339239, -4698.135791159102, -4602.236861004199, -4584.608078669235, -4574.49818213136, -4553.658780273208, -4531.683257688255, -4490.411992239226, -4407.085353848605, -4344.724796764407, -4164.801886150481, -4075.195499798628, -3950.771130075691, -3891.182659373363, -3855.037032160136, -3726.5185528164993, -3715.450278896753, -3645.1092616728647, -3532.8505276877017, -3493.2864417923174, -3415.331238594378, -3367.4877698126184, -3355.869552784658, -3314.9460023209526, -3283.4008736380592, -3281.1111531912784, -3281.0582388952334, -3142.4510316951178, -3133.1848888387467, -3069.300088802277, -3059.0907736973077, -3032.494823594017, -3026.851405198378, -3019.857868371578, -2967.2897631703972, -2889.77480555595, -2852.3458365031156, -2848.9987854423407, -2847.180260844768, -2760.1246505854037, -2526.197201040281, -2488.1300756155433, -2430.912984509991, -2430.3142413351115, -2422.9139635207885, -2400.7873126366867, -2374.1691313245756, -2292.951777647738, -2281.128052504997, -2253.3741946332857, -2252.2124384275317, -2215.9017228642238, -2191.324446115686, -2172.013182114456, -2166.6334694659895, -2121.386688190689, -1918.1778992302745, -1853.7121934159006, -1853.425756115954, -1788.4780975760445, -1676.3505310317046, -1630.7706075715166, -1579.4669490860829, -1489.4428018880053, -1448.9908330592016, -1369.6032671340477, -1331.4962999671257, -1330.719243973206, -1295.4469315523982, -1150.4708341652145, -994.4505128712173, -965.8470073650778, -903.2954561627447, -865.622580378427, -786.9246401091962, -763.0998912891766, -739.6212456209366, -690.5994535303033, -618.5031910080195, -529.3347918531373, -162.74870908454304, -108.19528569661443, 185.13820529766923, 193.855731559441, 430.2108879645471, 486.61816577296776, 634.061064747761, 999.6046485144858]","[-6339.6814075099965, -5141.750772936641, -4906.568887680567, -4755.343573867497, -4700.3084228150765, -4369.858714395605, -4182.0333865106395, -4085.392777591512, -3650.1605392469914, -3633.664796085572, -3602.693581897874, -3418.272443092223, -3331.0463865044, -2980.3757950684494, -2812.056293962747, -2781.6549114749787, -2754.0005163436385, -2740.0714377620834, -2718.3707933168885, -2715.470571087373, -2682.5237446020938, -2661.7156031154536, -2625.495627335354, -2581.5707234886595, -2511.213652229125, -2494.64852281962, -2467.8853572650005, -2431.163258534771, -2278.5593348990333, -2235.75037661923, -2162.0418173365615, -2088.954823332146, -1975.6816406266585, -1957.0983312430217, -1740.269540256804, -1718.5506933223496, -1695.8989814068677, -1632.53379230219, -1340.2012015519902, -1213.5088844981528, -1080.7228914930874, -1061.0385020001836, -875.8162540977655, -861.8038358175578, -559.5121941341063, -140.4135533917028, -83.89703051648866, -20.99291093597543, 23.232738476393422, 496.2766936737445, 614.0793364827279]",[],{}
1,departure,T3,15000,169,5,"[5894.223267250322, 6424.47835290269, 7169.313124618892, 7268.327880633046, 7459.5427315035695, 7508.75851140191, 7615.910134769892, 7629.62355654268, 7634.018839447361, 7706.623019428181, 7862.934796199568, 8229.003539648415, 8376.986092077079, 8434.575423847022, 8493.948044238532, 8631.039104234185, 8640.061368711164, 8790.71955585924, 8880.87065934982, 9013.823225270791, 9031.41297204242, 9121.509295756143, 9276.935279653208, 9294.442896257473, 9495.832003558067, 9496.495231696084, 9609.447327634729, 9660.843077577649, 9737.362920095526, 9847.917702754325, 9851.50838090896, 9943.445863875822, 9984.714624495096, 10117.549311501925, 10160.20292931239, 10211.732024327457, 10220.575522454139, 10236.377958538154, 10263.690684085399, 10269.837471670942, 10320.365422128674, 10357.896325239608, 10364.800295206316, 10414.51432492026, 10438.057243019935, 10482.734529727784, 10495.78192462943, 10532.76599110155, 10670.530355407542, 10736.278019441546, 10852.052355898753, 10894.575576346406, 10895.485899757132, 10926.129968726374, 10926.834599244883, 10928.588131120703, 10934.062080772155, 10940.561254281381, 10941.805574460119, 10984.945286682789, 11026.01521027905, 11100.086685247676, 11118.648196024391, 11124.024115000479, 11127.924147689475, 11138.926061013135, 11263.24051774297, 11289.924416252108, 11294.628994755007, 11391.461347454444, 11442.6534207394, 11456.320777448038, 11456.620573722736, 11548.409610015764, 11561.910127834926, 11616.721797286089, 11650.118044574761, 11682.700985411688, 11690.732528377852, 11692.290129837844, 11755.493030909798, 11850.005574479801, 11903.935084955301, 11937.59065818266, 11944.017178374144, 11952.522608692458, 12100.377658835683, 12113.654183449627, 12171.02398633308, 12204.384729444462, 12291.262842935243, 12366.257761551313, 12386.833671066239, 12412.700503859602, 12445.542565368258, 12516.180984144201, 12522.575527310888, 12538.61360704204, 12647.616939527694, 12680.203103769296, 12691.038131772746, 12730.58314897498, 12765.59932859938, 12822.37344277731, 13002.339771125497, 13023.064355452607, 13115.322454968944, 13444.704303607261, 13515.94409482365, 13541.054474556973, 13561.046988225946, 13720.4925227714, 13734.89232784325, 13784.466540087318]","[4196.200140328502, 5229.089731127346, 5595.130349593408, 5971.457345613372, 6645.109645600479, 7623.669183342707, 8364.181823623523, 8589.672094788077, 8738.005368066455, 9093.31033778869, 9517.792241594745, 9663.356774710534, 9663.713780496302, 9805.914571611034, 9856.60442699393, 9892.12560865, 10183.291053208446, 10191.119431619632, 10203.762340048619, 10457.724612932572, 10458.041046123311, 10469.02374429758, 10492.837732223577, 10544.775173242924, 10566.600839690953, 10575.560231688289, 10808.265195155554, 10809.29929240208, 11158.275944456514, 11284.538247033735, 11372.723192331545, 11375.517032359794, 11465.003189284067, 11472.234210701601, 11510.941625078896, 11511.662755031924, 11554.941784823244, 11697.57385744618, 11706.856897397118, 11757.693011934638, 11868.905718752927, 11990.103869061053, 12400.868630987427, 12428.444870730369, 12512.42001201148, 12554.13647389987, 12559.467868087457, 12613.114850063765, 12791.722762355066, 12900.4965487337, 12986.49519432837, 13758.332446742825, 14522.790025133472, 14562.520524350934, 14953.663317432178]",[],{5: 5}
3,departure,T3,21000,208,0,"[11265.008369697402, 11799.797862755782, 12115.105683169242, 13031.202022286025, 13146.967542148479, 13351.713397922858, 13384.614825453278, 13587.90177568469, 13674.540285405757, 13807.418869669498, 13821.530197425323, 13963.389858345045, 13963.74119757224, 14131.797476730224, 14207.853528858392, 14350.199499430768, 14417.754916019123, 14533.114456472524, 14602.4026751943, 14660.119031081169, 14754.466253721423, 14766.886102570974, 14803.201014417462, 14913.283283409568, 15021.32226051655, 15177.452700801532, 15268.471789677833, 15518.115022690998, 15570.96951329795, 15574.431912705546, 15683.94447537814, 15702.127550477315, 15743.698302797635, 15777.485597683555, 15871.726233886995, 16005.2879229924, 16042.501774500231, 16103.288030514066, 16107.547125518919, 16142.113886691464, 16143.279971206995, 16159.797488104288, 16161.110660598823, 16196.181836599622, 16203.016551643374, 16335.629010541878, 16338.934689069052, 16404.71758508396, 16410.154089348634, 16415.717974432624, 16447.89010786166, 16539.84899178323, 16580.552457800863, 16599.54671129732, 16703.46238890862, 16713.447055605866, 16716.851805070273, 16749.908996648097, 16752.332454860963, 16783.091019733754, 16816.047775133968, 16854.010388410334, 16874.9577299176, 16889.680720867127, 16906.913145333005, 16907.834791613288, 16973.826052948873, 17008.387062787297, 17044.95690797165, 17090.915115466312, 17168.91942595676, 17189.85243490307, 17190.3726941827, 17199.278561130744, 17212.474316606294, 17246.396259359626, 17255.901100002695, 17318.173445233206, 17373.809158634256, 17379.35178365382, 17383.202937283706, 17472.7427940792, 17483.18041792814, 17522.6239202862, 17524.945092094138, 17554.889468162, 17563.202489620406, 17655.75130209025, 17665.012607611476, 17822.92762791037, 17829.01792634065, 17852.164448114694, 17866.855714909125, 17869.415901198787, 17882.7717275845, 17914.88076732631, 17921.702129214544, 17950.886603293395, 17986.05792715962, 18013.9451071669, 18059.286046783473, 18066.11492242723, 18145.746351872236, 18170.494197060878, 18186.472237306687, 18211.530430962564, 18214.27719651211, 18240.521834062034, 18245.631553678046, 18299.544218191237, 18303.86656934145, 18307.662227627145, 18388.637204123705, 18397.05036908842, 18414.596333681133, 18446.548117075472, 18474.275227815433, 18502.102988348965, 18569.149400585044, 18616.045423867916, 18674.51291394751, 18696.799217509364, 18699.134641743076, 18701.772380571547, 18735.62286472757, 18771.20200825672, 18782.098450093355, 18873.20443357334, 18874.359615904898, 18909.364047083855, 18928.459506696057, 18993.506299858916, 19049.692013414933, 19090.78534871515, 19314.12263415724, 19339.129399342975, 19371.461812778693, 19450.891335598095, 19699.37334032261, 19729.58605883417, 19938.58672794421, 20204.6019185846, 20587.86612102089]","[13798.116601905243, 13874.057766318123, 14004.273336773764, 14676.689183790884, 14871.836375695582, 15145.47582712175, 15182.527234816907, 15282.137482694085, 15287.513914974339, 15317.802342030789, 15401.857948707668, 15639.701542651208, 15674.197757625536, 15717.448570126573, 15771.587006519214, 15821.890994307065, 15830.815419048284, 15907.991860877353, 15940.846445926529, 15954.902180596924, 16087.230472290816, 16308.275999494203, 16474.178807893837, 16584.075985995307, 16712.03456446939, 16713.999594301666, 16733.55007882495, 16904.526535569265, 17026.182169267915, 17026.510220077707, 17088.59297113026, 17134.7130546868, 17164.173186379943, 17207.21311708881, 17291.59824160813, 17302.91615684332, 17433.286347754358, 17569.69725660857, 17575.536233168237, 17576.01248944994, 17699.907306164994, 17708.73567312796, 17736.936961982265, 17885.20826215633, 17967.187381907283, 17979.325166773968, 18005.54624340953, 18125.563623848197, 18187.585993830427, 18203.22888417157, 18233.114004481, 18584.56452274687, 19123.673380658915, 19337.09039295653, 19404.047724054904, 19551.61731849795, 19751.78790507637, 19840.369145587134, 20258.99005579013, 20329.899333383633, 20365.95437840484, 20529.90829739139, 20621.27767079358, 20930.219018552416, 22123.730158676593]",[],{}
4,departure,T3,32700,11,0,"[17628.12193567829, 21027.27180886563, 24604.739254196564, 28329.62245560777, 28479.570870316307, 28649.43465156862, 29208.513531215922, 29792.2940616574]","[26569.440095827795, 29803.363108475067]",[28620],{}
7,departure,T2E,28800,133,138,"[17680.711469424954, 19491.70948822118, 19901.175141382788, 19940.064890480095, 20105.4153020686, 21191.341067777717, 21195.730730626638, 21220.584643190676, 21221.665760870594, 21325.646431231093, 21625.443820360244, 21707.65660750077, 21813.61460408852, 21838.489930576794, 21879.453642473676, 22080.206252114567, 22176.85688558926, 22271.636408770937, 22775.740959659895, 22813.850171289112, 22861.117846904555, 22993.429865243106, 23039.50779750173, 23081.6812592331, 23186.922136890887, 23323.776404753848, 23403.04047175028, 23414.74445904215, 23424.22260010705, 23514.156439645434, 23563.006945923455, 23616.969465215287, 23926.840856082377, 23941.164839038058, 23965.418664350014, 24004.010944528178, 24092.31727488415, 24095.854248600244, 24124.652664806807, 24168.686484303922, 24202.968273908988, 24206.453921888075, 24220.41316551882, 24339.550362036298, 24472.208064044546, 24590.04040092742, 24618.074992844773, 24621.141445395002, 24621.750269792065, 24682.229773974184, 24769.92238427203, 24867.89437738103, 24918.669883814648, 24950.68366881498, 25002.044998786358, 25008.861095439766, 25012.092030497428, 25014.32918092884, 25037.20844232719, 25085.13584572479, 25153.375159000894, 25235.560835741744, 25491.67419090031, 25603.306838095046, 25659.82116883444, 25660.115541242132, 25721.35562771391, 25886.929626789824, 25938.281314528813, 25974.581065519204, 25985.068647998072, 26103.861042317134, 26156.468304309852, 26182.717877596097, 26261.493143989483, 26359.899145652565, 26410.66405675682, 26417.83586623161, 26495.55065356825, 26496.49857672509, 26727.296370505082, 26890.950899461222, 26991.936667174545, 27088.99833017223, 27382.646745699276, 27876.6436284244, 27914.86028212661, 27971.69276512024, 29745.448603419452]","[19033.37156305916, 19583.226086423587, 20728.86088452716, 21124.916919690488, 21340.78147830593, 21888.433495204037, 21936.504412174338, 22347.820703837413, 22795.336574857556, 22872.42412229733, 22876.91741376894, 22993.79504486995, 23136.223024229348, 23146.248791497455, 23160.88136361627, 23325.03584668498, 23567.047528124, 23722.161100567606, 24036.32573251919, 24314.340564175855, 24498.31593379918, 24588.483394871375, 24593.118315719203, 24645.32981221081, 24974.162248830267, 25004.891689353703, 25018.962714208254, 25283.530258756764, 25545.159742555472, 25730.61700642001, 25870.12390045303, 26126.844760589884, 26130.276892931997, 26147.74363370628, 26150.75959314626, 26420.708883829666, 26435.327576739433, 26482.970852832823, 26505.22134748456, 26994.776824525212, 27002.868943125184, 27271.848868705063, 27529.062780745506, 29127.497364594285]",[],"{37: 37, 74: 34, 84: 19, 96: 17, 101: 15, 102: 16}"
8,departure,T3,36600,110,3,"[19259.369489156168, 22124.844733189926, 24299.229769884434, 24341.477678635103, 25083.097191351884, 25105.955394054887, 25662.252362330397, 26921.673465606338, 27299.450884129223, 27426.262082222638, 27519.6999208488, 27557.445257567946, 27636.701270213744, 27743.473624843715, 28278.545175530184, 28280.8367572935, 28372.223745462245, 28421.14134050965, 28452.675635655058, 28525.850731788865, 28628.15646234277, 29124.194697776322, 29377.540642607302, 29456.690482508315, 29497.53570198448, 29667.64063447746, 29735.213117528532, 29970.586020187297, 30065.948767587677, 30513.040823879168, 30548.86097424352, 30587.220682030445, 30602.178276139635, 30679.510098227704, 30698.850006461475, 30751.210721785465, 30918.388152704592, 31209.497125813356, 31710.42141662007, 32057.665615852024, 32121.981738579285, 32171.1499574481, 32251.24007958282, 32367.855221630336, 33745.37169953153, 33932.10946000087, 33942.113700222995, 34058.72310629838, 34142.56131239518, 34241.101092125326, 34323.80532404957, 34583.18484989734, 34697.85876943354, 34703.80124306143, 34705.59255550929, 34814.22796335804, 34937.07232354621, 35235.310817713, 35308.22945031941, 35577.22330059947, 35658.83317327238, 35732.530440635084, 35755.77525569046, 35930.40089719339, 36542.122559625066, 37065.68664360282]","[16280.933380729419, 21428.066502312773, 23844.98225513407, 24420.026967293274, 26143.598046181043, 26457.43117053018, 27213.863837908626, 28343.63864826894, 28509.124424157042, 30271.25405056466, 30685.17306122904, 30813.545845548975, 30881.74315763717, 30939.98483938807, 31315.41809219569, 31356.193581248586, 31785.396991645408, 31807.492296979828, 31814.174023777385, 31926.86283486489, 31943.363395666325, 32242.052804482875, 32412.539015272545, 32451.764258273255, 32654.28744666728, 32665.790280847657, 32947.388178885434, 33533.150231053434, 33695.22330728237, 33724.47316249762, 36197.183810027425]","[28620, 28620, 28860, 28860, 30240, 32820, 32820, 33060, 33360, 33360, 33660, 33660, 33660]","{206: 2, 208: 1}"
9,departure,T2E,25800,23,25,"[19916.969214322777, 20941.085568462804, 21089.78192023103, 21160.266008540097, 21342.278400946154, 21489.718999334364, 21937.919148928486, 21996.478143507, 22182.3486355441, 22346.961798893703, 22475.64301311604, 22685.21629617881, 23262.801521782316, 23515.571898661863, 23976.347247321293, 25140.834433658496]","[16488.116294721887, 18763.666272929055, 20735.792170235785, 22204.11988379807, 22396.750785415657, 22573.706816650498, 22867.443091706908]",[],"{9: 1, 13: 2, 14: 1, 15: 1, 16: 2, 18: 1, 20: 1, 21: 2, 23: 1, 25: 1, 27: 3, 28: 1, 29: 1, 30: 1, 32: 1, 35: 2, 43: 2, 45: 1}"
10,departure,T3,18900,171,0,"[9563.604949787677, 9861.652491248835, 10546.835711961583, 10939.046114636789, 11126.22156994352, 11482.656610286043, 11526.614840102073, 11875.31971864905, 11948.788692390695, 12170.265889284456, 12234.79113530381, 12369.826818326448, 12379.052968596614, 12415.172126493759, 12433.84925070744, 12495.196300066542, 12612.434737429945, 12818.429291999839, 12832.770006298197, 12924.974787332842, 13161.726390778887, 13211.84363012925, 13303.368976248517, 13358.976501878094, 13394.365861941416, 13494.317991450955, 13547.668893202266, 13579.429517124563, 13613.327961186571, 13673.259408005464, 13776.866307521248, 13843.905282898038, 13860.396927679105, 13936.044550841867, 14030.910904001317, 14077.86098690027, 14116.437764852148, 14164.766148030132, 14170.987453940128, 14333.996421261965, 14355.63412522581, 14409.605872413447, 14409.800247822963, 14460.29616659922, 14463.885488212707, 14557.535488763038, 14646.101515696946, 14714.501021430822, 14823.273818441523, 14875.189318330044, 14964.18488455607, 15029.816942818099, 15037.73014036051, 15069.65491731866, 15126.534477417943, 15137.911179083374, 15157.727902385162, 15196.586839632828, 15203.143528942717, 15205.60832100635, 15251.398161708641, 15273.76176682541, 15318.491226121274, 15372.874757724916, 15484.069976254108, 15485.259183176546, 15485.76339084867, 15557.527667051861, 15751.503671283175, 15772.702941216814, 15813.966664720821, 15821.903870399403, 15998.223833041633, 16006.85678619392, 16064.377819339657, 16072.807670470464, 16075.032315602073, 16120.621080815188, 16142.740195345435, 16143.092901250076, 16196.759150502552, 16267.230549131846, 16271.336989548534, 16361.18086489114, 16414.319006097623, 16432.115811238997, 16465.25583764206, 16480.41748237335, 16528.185960743896, 16548.104189879657, 16563.702496798338, 16582.189878963207, 16619.605091056867, 16620.93506262905, 16897.160126912797, 16922.268124144815, 16949.008012289236, 16963.72600133983, 17071.997766375796, 17098.43363391582, 17151.23147554519, 17194.05793953417, 17215.115131206207, 17225.807846076597, 17270.93186853343, 17304.7575003034, 17434.627376082848, 17447.67126561662, 17483.146497292277, 17634.182931645075, 17672.247129538686, 17933.3140764196, 17948.682814373853, 18081.127560668898]","[5552.152054229152, 11501.806463404557, 11605.425090711764, 11650.43437833559, 12184.174489421253, 12344.195214360545, 12615.249493584684, 12922.862556215445, 12978.94491141638, 13462.171407957634, 13542.189228186537, 13543.216445770528, 13896.077377378391, 13949.587926404602, 14122.354216165486, 14152.711531946275, 14215.365238885022, 14274.79947492937, 14360.33420145344, 14407.429279245442, 14450.319056311208, 14493.74279323624, 14611.900668178887, 14650.00536142234, 14760.738875675486, 14839.405796663666, 14895.832865571214, 14911.410776226438, 14918.912540080302, 14930.87376294823, 14949.013519841874, 14952.393991059293, 15331.508138544843, 15431.658242677506, 15476.893062823674, 15560.720577191227, 15615.171051303541, 15646.345160887007, 15671.956836383759, 15797.733414436418, 15825.735444862006, 16058.905755017813, 16202.230810564488, 16203.085905291588, 16427.82001321977, 16524.86333491565, 16524.943153014483, 16582.620571670133, 16677.84055877495, 16683.79125178113, 16800.75737905905, 17017.456435628395, 17169.994976492653, 17207.045691829237, 17212.04112955748, 17229.82546009593, 17440.305104686046]",[],{}
11,departure,T2D,19800,149,0,"[9767.247382806365, 9958.7204007296, 10086.898751059038, 10443.25647915944, 10729.365112521704, 11601.49560865317, 11687.774894218182, 11714.25608866, 11844.066145576131, 12024.534359086154, 12367.718154771967, 12607.055541956048, 12769.146518263176, 12884.697746102427, 13045.582854588843, 13072.258345748309, 13199.39331354673, 13446.671970281346, 13722.31791389067, 13915.50352708255, 14032.182665288472, 14095.748825147215, 14251.137296857527, 14393.350092335584, 14400.556833524663, 14421.988668834481, 14495.735224247146, 14529.715921274583, 14615.834771820906, 14621.663386533799, 14648.624873074055, 14655.603523228112, 14682.903652920922, 14695.601242863737, 14724.11578747652, 14836.11508113176, 14870.702454912962, 14895.563557290267, 14906.271709032551, 14972.212237279313, 15015.83073239562, 15027.881625779735, 15092.539948719224, 15125.768317784677, 15138.064329571418, 15210.345837011748, 15369.526768152382, 15385.332357645755, 15395.653489254186, 15448.472768702137, 15451.682669085369, 15476.060031589848, 15478.537248575836, 15510.119275490177, 15554.554481261637, 15599.685278258938, 15618.32552708687, 15765.94134423777, 15946.798148126238, 15968.759955121894, 15999.61929150414, 16017.166928664998, 16155.450890376058, 16173.061054347812, 16173.27590147539, 16234.474155060949, 16424.828039356435, 16504.837303995173, 16516.507850190334, 16519.735253513616, 16594.258950476942, 16647.98109910537, 16723.277978613813, 16789.294464211303, 16818.651595331434, 16978.312421260744, 16996.070896339832, 17004.508504140354, 17077.626284891565, 17140.83262388143, 17154.473221076525, 17209.2512479829, 17312.658591917458, 17345.618762457765, 17427.613782609013, 17514.10993548425, 17562.169723917592, 17629.38758452058, 17671.16903859321, 17838.719830010006, 17881.631727399377, 17921.49280719604, 18143.29273182756, 18252.670799669937, 18338.67241413036, 18402.04084511913, 18965.979618822923, 19215.553814142993, 19620.64236456915, 19809.598111220494]","[12279.795086547902, 12520.351531790517, 12533.900341203394, 12951.3208529447, 13111.85486741705, 13132.968162008197, 13172.051677182566, 13512.403382200762, 13823.178388597362, 13830.233501887245, 14606.61877425926, 14673.857331170573, 14783.52521461296, 14816.032458841139, 14860.361751879176, 15142.113006812011, 15242.970288328223, 15251.47615783718, 15435.51435667407, 15480.161459831681, 15483.187169853005, 15606.98570349695, 15628.713093487806, 15776.81623315588, 15792.574453228883, 15833.232634850612, 16154.271150190723, 16160.510901312751, 16364.473597281003, 16368.99960311374, 16466.06496950148, 16676.1732717179, 16706.820924803214, 16746.195638796326, 16850.116352356312, 16874.638572938286, 16964.764582655378, 17090.18627073258, 17158.997424784517, 17570.14064068174, 17672.870693078923, 17920.216926080928, 17930.462626112843, 17949.918881186815, 18081.059399335812, 18733.147497849663, 18744.098942357658, 19541.60464760425, 19818.030907359993]",[],{}
13,departure,T2E,54600,142,156,"[19081.967332391217, 23622.84242100135, 27883.99127397018, 36976.37832264399, 40113.539082104246, 40423.62350437606, 41171.60628135725, 42934.71052844593, 43510.95586318291, 43918.13351324922, 44487.609541805534, 45242.52319171043, 45306.98243243086, 45480.78638461189, 45876.83007397998, 45906.43691863951, 46059.764426582464, 46324.43280673149, 46578.84233610016, 46750.363635722715, 47151.39205143043, 47220.186828153244, 47368.33712596111, 47594.242398138726, 47610.38712712172, 47691.243491569985, 47810.013917474455, 48104.26049200975, 48161.53784071801, 48331.387730181326, 48341.60384187109, 48349.34520614377, 48376.108133645466, 48491.143818603305, 48502.48327189763, 48667.28174039983, 48705.00063761088, 48835.74393025177, 48845.53011746547, 48874.927837346164, 48902.60361553191, 49012.85794316102, 49093.80285482033, 49113.035997334824, 49166.36878257946, 49197.017402456295, 49197.026745369076, 49267.031868428356, 49268.29633639484, 49290.16622220364, 49533.8370976889, 49537.64448776435, 49586.164852267575, 49634.3545487009, 49795.38508418069, 49821.70273730139, 49825.518557345, 49871.90812295384, 50089.35774259983, 50092.76308724355, 50130.49460225138, 50143.17068214411, 50190.694884085875, 50427.4589750311, 50443.40171582531, 50525.74305490548, 50560.25634071233, 50597.18112360851, 50777.7918654684, 51064.77679170735, 51087.0290972522, 51102.7207725439, 51110.78356413449, 51143.99310695581, 51160.95394774497, 51268.94250969683, 51339.662194939614, 51654.31277819281, 51666.17427435984, 51761.42347423529, 51959.72557219174, 52402.83446647641, 52484.95084609588, 52504.22134776997, 53024.21894060373, 53477.74075167301, 54028.273195994225, 54648.61825767282, 56874.54042833303]","[35691.82097430034, 41466.196867697974, 41573.31983489411, 41677.57609622837, 41999.062729422854, 42131.01720343381, 42241.233792375315, 43078.13259446778, 43334.329566098706, 44018.3859729094, 44572.484556607116, 44795.0454728342, 45276.84264688402, 45418.41637655502, 45583.23835711201, 45723.35619881943, 46334.40425436804, 46583.04732096618, 47271.594040991105, 47299.58287006257, 47624.34408030495, 47628.04348370334, 47770.05035910799, 48053.20910301803, 48082.00989658959, 48310.496798524815, 48875.82053840901, 49974.258127157154, 50205.909995783324, 50315.53466617961, 50753.27302622391, 50784.997549541185, 51057.63356429598, 51128.861269659545, 53336.8763367156, 53352.62232473382, 54207.5366854965]","[44220, 44220, 44280, 44880, 46260, 46260, 46260, 46260, 46260, 46620, 47460, 49560, 49560, 49560, 50820, 52560]","{383: 1, 387: 1, 389: 1, 390: 13, 399: 6, 400: 7, 401: 1, 402: 2, 405: 3, 407: 1, 410: 2, 412: 5, 419: 9, 420: 10, 423: 5, 433: 6, 436: 4, 438: 8, 439: 13, 440: 9, 442: 8, 444: 4, 446: 7, 451: 7, 452: 17, 458: 6}"
