INDEX,TYPE_AD,TERMINAL,OFF_BLOCK_TIME,NB_PAX_GROUND,NB_PAX_AIR,FROM_ROAD,FROM_SUBWAY,FROM_TRAIN,FROM_AIR
0,departure,T3,1500,150,0,"[-10955.549671550783, -9516.152324555267, -8000.592134035733, -6477.642013848561, -6445.365090455338, -6203.020075610538, -6008.203323724143, -5904.575901799878, -5701.180212294629, -5532.5277304086985, -5444.087727534894, -5361.5868302459185, -5032.558266377518, -4982.417142096545, -4804.523830993432, -4760.299266920499, -4734.92819151965, -4631.085605289855, -4615.435800153882, -4521.554651294891, -4368.568324976138, -4350.746608341691, -4299.648727135332, -4263.610676443643, -4182.267943088338, -4163.328488190595, -4161.5880230557805, -4116.877863051412, -4032.002333139355, -3892.7464559900477, -3821.125964422213, -3811.031009465498, -3785.391619476966, -3691.996693987502, -3621.0217230549647, -3618.0142699683533, -3594.366281719233, -3546.935756616895, -3530.035810786053, -3511.5430047667683, -3214.880344258215, -3167.6190520668665, -3101.5552475476293, -3024.1539931901543, -2994.4977180384003, -2986.448912142673, -2910.203578949122, -2888.208735427518, -2877.9450275001736, -2876.6106343949596, -2873.072578702429, -2860.959403562526, -2821.3668476937205, -2764.5282254580047, -2710.9083968402256, -2667.310582513665, -2587.172621516634, -2548.7422238189088, -2496.747513735518, -2478.936792807595, -2447.5857110968536, -2428.163601116901, -2314.3037309989427, -2286.533334827614, -2269.9316343875844, -2221.7642509873726, -2189.113847575416, -2189.0949249516666, -2133.557028496666, -2121.287734216882, -2008.8152464779314, -1972.0686853227312, -1850.4116578593666, -1775.8011119970206, -1724.3843457179546, -1675.1868416408456, -1659.5814306274651, -1417.1505844551994, -1334.7255418644181, -1272.8305784074723, -1101.285599526035, -889.1118242297657, -827.2712763138986, -807.0834369693649, -790.5249336094686, -610.181225038277, -561.7467948052398, -547.3372767874221, -403.279649031424, -357.0984071178296, -250.7981497134729, -105.49918856823552, -84.58506553890757, -36.11747785796581, 35.41005932398221, 589.5012248164826, 686.4559143789751, 745.291332700592, 833.3082598705379, 2340.080441204868]","[-7967.456331295959, -7924.174003519569, -6247.568135804557, -5912.7442125256875, -4950.771484211966, -4719.6851864310975, -4333.317681355963, -4240.875059355413, -4225.381547702072, -4162.888259013984, -4098.459683689072, -3854.7085562142256, -3806.150740361333, -3701.2195849603254, -3629.9279847555545, -3490.0920430718797, -3461.538086966494, -3178.6263486359094, -3147.1438193583485, -2875.5067993261887, -2666.264988135493, -2546.472830566646, -2501.6807126361614, -2265.1791702698747, -2240.570609913796, -2219.710281186593, -2127.1880485319098, -2038.115241192629, -1999.8067014592982, -1983.7424335834805, -1957.6490225066207, -1863.0342022603322, -1843.027960892971, -1815.2622835453294, -1756.3163335878494, -1514.8578323005256, -1504.9134108685175, -1378.9008956562832, -1035.638569451333, -1027.1133458874506, -811.9320460514167, -657.3215041297199, -581.4420473661784, -467.77160342569414, -281.69091298550256, -275.8185661690163, -230.92700265238136, -202.56843930323583, -196.4831429844554, 379.06902860646755]",[],{}
1,departure,T3,15000,155,4,"[2921.996098444761, 5295.767498164621, 7110.969736260436, 7446.039683961418, 7818.317145285096, 7958.737256211166, 7989.197959830322, 8021.035271971742, 8056.077006486854, 8119.3551554666155, 8242.782117446894, 8483.022699531266, 8584.948631954041, 8959.815302946246, 9019.229136326894, 9032.877721247723, 9063.590684417166, 9124.128194243727, 9176.764814106187, 9188.083444957385, 9346.095265923976, 9394.875803693558, 9421.268037955664, 9805.600708610647, 9841.663274982315, 9911.117022628663, 9948.09233670098, 9954.47005749197, 10044.659953168868, 10088.365572941957, 10126.003386904318, 10253.915741500885, 10321.732548702386, 10455.63054502649, 10527.073392855897, 10546.147998579927, 10647.252847993488, 10793.90968262848, 10893.923928634598, 11010.837452325135, 11064.450237746412, 11075.459432127891, 11090.059220212366, 11122.946317116544, 11191.674495464946, 11202.28006488805, 11260.585690338396, 11319.08636491006, 11322.768939127405, 11339.576717417229, 11366.146267740136, 11451.074063030072, 11462.558739869117, 11527.444171028514, 11616.74336263587, 11634.08094457707, 11652.110987045859, 11655.751356182946, 11681.355498617817, 11690.599191485444, 11771.209846927057, 11776.607124135124, 11784.367353249374, 11809.905825991933, 11832.331475007415, 11859.46621692178, 11881.895345144929, 11935.278316696389, 11958.999810165273, 11979.124938661373, 12006.999169583329, 12007.38314517634, 12133.915338580926, 12158.293404161965, 12207.30554950073, 12259.885645900054, 12264.897174976737, 12273.256046677807, 12296.841584460122, 12326.762527060677, 12461.55008293277, 12756.204075773789, 12758.275252221836, 12811.249444653533, 12848.611543509605, 12856.600079414337, 12857.309478311054, 12908.512535007616, 12909.753189528497, 12985.103623098134, 12999.900229823632, 13046.523334736567, 13141.705989473818, 13208.255004609686, 13240.497615791208, 13267.04485977505, 13420.709378670213, 13651.656521361288, 13705.962288975672, 13727.953182736086, 13751.083366030656, 13931.413581583718, 14198.040828304089, 14821.735637070009]","[5467.333163930908, 5838.894056602061, 6296.147226171828, 6749.925474594574, 6943.930005621377, 7554.1325333646355, 8445.029929190543, 8862.496440353043, 8965.919999105816, 8980.015602466525, 9032.269785803595, 9237.104379051638, 9297.88892802561, 9776.59436405938, 9847.519777808277, 9873.631515574645, 10114.738499757785, 10167.853123676578, 10213.434131808164, 10244.168937652159, 10365.572156919454, 10424.631586037904, 10447.84713793328, 10549.801050556709, 10609.77964067756, 10680.160831056133, 10814.586193398285, 10928.877973482675, 11076.895069157588, 11172.222608106866, 11232.117785405047, 11296.246341855613, 11450.676748019747, 11652.336251088991, 11711.19312769843, 11824.813038886714, 11868.623453175527, 12141.71018622064, 12164.725133701411, 12286.309088146381, 12393.66453461815, 12431.726614903524, 12462.476210785822, 12575.595751049306, 12717.059609212603, 12757.851384214035, 12759.008103997034, 12862.808046516207, 12886.654072104693, 13514.112104450582, 13631.461253045922]",[],{5: 4}
3,departure,T3,21000,203,0,"[8469.70838620537, 8981.486619654082, 9767.502672190329, 11173.50434609234, 11542.44925628645, 11924.525102943546, 13089.141174723374, 13455.157481680752, 13696.691053383558, 13708.604333062447, 13858.75461311564, 13993.847972601734, 14037.078676169745, 14433.929438307305, 14515.911407325484, 14573.133146715429, 14992.993518502899, 15084.59607852399, 15100.469096718482, 15241.896405690655, 15302.438311124786, 15318.481466835508, 15437.465384909869, 15470.033206137432, 15493.302922880268, 15646.372755710672, 15683.401478786789, 15735.130071684238, 15752.690205426603, 15789.999836267923, 15857.6515618589, 15916.460888706943, 15930.105946041947, 15949.243329114071, 16046.20587996973, 16057.876599923075, 16065.40189587047, 16101.659493896232, 16108.531279052402, 16109.511563975155, 16205.765942028062, 16253.150847216213, 16302.555395080111, 16437.728877993013, 16474.312504359557, 16484.626824076357, 16488.863214295594, 16489.731199851398, 16498.939236813338, 16501.520437130173, 16504.57149218097, 16540.639594406755, 16548.164580002347, 16557.803559012318, 16572.01116300246, 16622.80736870241, 16636.658501641934, 16644.644194889122, 16670.008816584672, 16706.840310654057, 16722.1324979088, 16825.248811794594, 16857.312688975577, 16865.01660562392, 16896.494137859776, 16902.314498045307, 16948.79525780796, 17011.698492511896, 17084.573731059703, 17087.797075246308, 17117.41419679521, 17160.19254034705, 17176.267618027352, 17188.931288875687, 17194.70136913356, 17253.062890530124, 17288.65371672446, 17328.510663197878, 17343.293380229105, 17359.728693335124, 17412.10275769304, 17430.945194150037, 17452.892236469746, 17497.60802940365, 17506.73804463476, 17557.1389933046, 17571.431719823315, 17592.461222066057, 17620.878590162563, 17648.086555953145, 17668.743893903902, 17737.052717631846, 17806.090842882597, 17820.350280859082, 17825.874759825147, 17907.28623932952, 17925.5306903515, 17947.899679345526, 17996.77177009594, 18006.380669651622, 18054.46966025952, 18061.460596390603, 18066.12992731698, 18087.44339436169, 18106.172358924112, 18165.903998100774, 18296.98554814287, 18301.8814536267, 18361.493124101762, 18376.403422531435, 18432.86887372232, 18441.388776336185, 18492.78964882029, 18496.6244316384, 18504.9973654076, 18532.836501268805, 18604.91668204308, 18605.129156890624, 18608.197392150243, 18617.039936114146, 18690.482973873677, 18745.40592828434, 18844.50143467248, 18881.036782689094, 18897.778432166455, 19093.120957168274, 19166.221675201952, 19278.269798557783, 19345.10373098522, 19467.08521223517, 19503.178704956827, 19536.695387694832, 19594.27415502217, 20005.29513104516, 20008.082196231637, 20033.345377055353, 20303.269902242853, 22002.299408865707, 22010.900463613263, 22509.45458535963]","[10345.60021746791, 13442.7093473224, 13490.573243440664, 13986.192190104412, 14333.396664055337, 14607.555261660751, 15188.803582223252, 15232.887193637403, 15433.540132621793, 15497.679937008614, 15652.074282393136, 15716.834395214612, 15776.01041516447, 15860.236203560991, 15867.69468258413, 15929.699048078754, 16090.285457273292, 16107.78333904692, 16242.410686492714, 16286.94901610398, 16496.637524152415, 16498.110267189546, 16565.813633595848, 16777.842035676727, 16850.101640484732, 16924.413888212708, 16925.044809577565, 16933.626732861896, 16956.27346487022, 17102.523283840605, 17111.508941167293, 17176.489944231376, 17273.772074724828, 17276.656903400293, 17320.15152220297, 17372.57999293691, 17419.30967768093, 17453.820092703154, 17806.68112637474, 18047.12055786296, 18097.327245213015, 18114.210300729348, 18126.086309683393, 18145.635523427958, 18202.396611776792, 18302.992413790158, 18445.037326340593, 18548.526731356527, 18807.398992988932, 18835.136332503753, 19178.10715338083, 19191.905684138186, 19362.12053498624, 19523.218663562453, 19602.816938544696, 19677.70573160451, 19857.59542710131, 19897.590876460003, 20021.873938778164, 20306.280246935974, 20307.0995607366, 20486.57808543459, 21559.426099685206]",[],{}
4,departure,T3,32700,21,0,"[16999.023741129895, 18761.97354830503, 22859.24239868226, 23996.264410631687, 25356.62991912651, 26736.6582602564, 27212.39105209978, 27314.45205661496, 27664.893964357732, 27963.490084145866, 28971.52245847548, 29181.581653882164, 30860.830735490817, 30961.930510127822]","[24532.022813510142, 26325.117385405898, 27688.456569466496, 27942.15749295869, 29712.200353019358]","[28860, 30240]",{}
7,departure,T2E,28800,128,135,"[19082.793966647187, 19116.833570398416, 19341.23892336824, 19901.646141179946, 19961.07171696405, 20285.574443383757, 20476.741691341274, 20778.508758373882, 21137.085585446526, 21143.20366838181, 21216.57596363203, 21331.514400231248, 21751.53072582267, 21820.220141032547, 21897.542797512397, 22227.7244510152, 22254.715797013156, 22390.614927604936, 22482.638017723824, 22613.6093130521, 22763.331162703675, 22815.433800916362, 22949.33079943085, 23036.960797664833, 23058.173370326534, 23136.765934187453, 23165.39906769088, 23179.38256082066, 23197.799145195233, 23296.823385556054, 23380.30850774991, 23508.36597964714, 23514.78937299861, 23541.017584919155, 23624.86441460688, 23708.636595174114, 23783.230933409977, 23876.087722382144, 24046.42524805223, 24077.843821728722, 24257.579506829865, 24354.764418535106, 24425.753407130745, 24454.523820245144, 24536.257811520507, 24652.65311826944, 24689.993994037595, 24702.093188379426, 24731.91178487555, 24753.4143557954, 24783.699287676765, 24840.353290130297, 24848.443979016425, 25046.9425172632, 25076.042153108745, 25085.574498939324, 25098.886749444937, 25135.034222253613, 25161.50324964048, 25225.929076887656, 25232.884847515597, 25234.756133041123, 25256.05699888927, 25277.28310537821, 25342.78660592454, 25368.822774428532, 25381.08137945125, 25446.21476320421, 25649.17095959081, 25683.233815402844, 25695.88857687334, 25843.53198388413, 26009.669279042348, 26030.127902859065, 26262.977147676385, 26273.811959651524, 26319.860457764524, 26540.328762718174, 26654.795872077946, 26748.290830075617, 26803.79713562806, 26850.05921936857, 26932.673075663948, 27221.95304722986, 27311.962266800907, 27352.314449800964]","[20092.182401258782, 20368.1037158186, 20954.68074823221, 21693.144267164174, 21724.638533320343, 21928.797317198278, 22066.01297706045, 22108.4084804327, 22361.134172402413, 22384.068848078463, 22758.410322664928, 23010.584069963705, 23057.29043190722, 23184.17210455364, 23348.48598456924, 23464.588355707827, 23716.446552092733, 23863.072668912104, 23967.507235730314, 24279.744218702443, 24288.55674195343, 24429.008807016715, 24432.875378147924, 24490.19986196755, 24806.781939354165, 24875.876222920786, 24900.469451790832, 24950.964927023913, 25123.185239126935, 25215.243194816256, 25226.43415987244, 25541.227708220616, 25627.21119287792, 25844.932754072524, 25893.229673148093, 26016.184133843395, 26240.086255604325, 26503.04324638698, 26602.012803034188, 26800.97476344099, 26875.943966836894, 27890.76025004069]",[],"{37: 28, 74: 34, 84: 20, 96: 18, 101: 26, 102: 9}"
8,departure,T3,36600,77,2,"[19190.39969952387, 23284.81770582862, 23655.442960160748, 23929.72373864087, 24025.132259233822, 24388.922489611472, 24714.573310781787, 25497.24229981954, 25513.2799192252, 25878.013691046563, 26745.76421493938, 27480.831032454156, 27701.765322761206, 28462.121298805192, 28518.181946379686, 28694.287493256674, 28722.180480751893, 28948.340908335507, 29095.39535913791, 29284.930536938642, 29316.603519366854, 29705.468222817886, 30168.61190967988, 30500.7505961012, 30635.044824251425, 30733.632665029218, 30907.804354874184, 30920.43144314696, 31201.337122097095, 31202.749400066466, 31465.759823000924, 31473.047183808078, 31486.258831590847, 31600.812165573803, 31748.837508695135, 32226.24560191417, 32233.663168685383, 32704.584471742797, 32847.14418277649, 32868.85036499922, 32933.30470396423, 33321.21832880961, 34066.399857418306, 35022.19383356796, 35111.854230647456, 35413.16484292535, 36125.2329528567, 36803.65572938505]","[21096.379535859734, 24374.719267514047, 28379.732687547894, 29603.789708353197, 29872.97775706614, 29881.36113452756, 30216.027413810494, 31221.387344612678, 32086.09897040946, 32093.41813717256, 35066.39791613243, 35396.06962246728, 35448.27266787702, 35491.73625275554, 35745.06790202825, 36144.89808801075, 36527.66339831249, 36562.26977263356, 37011.58730893459, 38321.01580643632]","[28620, 28620, 28620, 28860, 28860, 28860, 30240, 33060, 33360]","{208: 1, 233: 1}"
9,departure,T2E,25800,30,30,"[18763.863565296844, 19202.162043500495, 19514.90116243644, 19811.60692199382, 20060.04902635133, 20098.103682211757, 20171.649651873202, 20448.32870198197, 20558.844744174403, 20651.413436508486, 21761.81819763477, 22041.13358892678, 22278.019754791996, 22475.419219938274, 22638.807430676723, 22665.929186231508, 22811.26604720677, 22961.740839577924, 23116.455777676365, 23684.73986284742, 24129.807362921285]","[18387.19074021981, 18625.606971234767, 19581.65754630055, 19988.62754618158, 20062.19871497833, 20732.453347642284, 21185.53658550663, 21613.07279374025, 22546.96328339781]",[],"{9: 2, 14: 2, 15: 1, 16: 1, 17: 2, 18: 3, 19: 1, 21: 3, 22: 1, 23: 2, 24: 1, 26: 3, 27: 2, 29: 1, 30: 1, 35: 1, 43: 1, 45: 2}"
10,departure,T3,18900,205,0,"[7901.3174283187955, 8095.149646349449, 9591.415369540253, 10508.44972368643, 10828.662926823426, 11394.82504915474, 11550.666619765985, 11718.665633258863, 11877.26996071327, 11893.391510315834, 11969.751107865248, 12112.658380976305, 12270.108683373608, 12274.537185180632, 12312.054697029329, 12312.291318929187, 12462.830190984294, 12468.044451799364, 12587.237318359545, 12800.299363077453, 12915.457518733252, 12962.721934477157, 12992.320081114385, 13014.095536939943, 13102.717168628664, 13112.312280693746, 13138.280909745787, 13181.953988283576, 13211.339083638042, 13287.394874457923, 13303.196214356014, 13334.199543350207, 13370.66231618109, 13432.867509371215, 13456.062136645089, 13474.22556376834, 13554.877146416859, 13554.879348773306, 13574.409399496322, 13577.377885528198, 13579.203310318286, 13604.522674528702, 13699.953320998475, 13759.878720111657, 13791.689873041752, 13802.860715022121, 13830.031489161214, 13849.185015294737, 13849.30829471618, 13866.824618823062, 13885.442950281462, 13973.387546608434, 14068.409632111105, 14189.741077445851, 14195.167769242787, 14260.4382694318, 14296.32557467367, 14313.64447845182, 14382.229326395325, 14479.01551343393, 14528.181870774617, 14529.69916043194, 14533.283428466066, 14585.726023399367, 14647.055668879482, 14670.599333358407, 14705.725615104822, 14734.08851930772, 14744.809425235764, 14752.828165019948, 14812.902914754131, 14944.420173124729, 14952.917364787643, 15008.869497209249, 15040.70692320406, 15044.240843410456, 15045.122015025845, 15053.89397622457, 15070.520022721463, 15083.77614507462, 15098.459572521862, 15101.061734596047, 15160.11648982931, 15181.450694091687, 15189.988639552446, 15190.979944056688, 15227.640265196764, 15244.745216713489, 15291.331258578215, 15298.635888740244, 15383.66574076727, 15402.165230339455, 15441.967855002877, 15451.464997693474, 15453.053696501413, 15456.617726666333, 15531.775229563438, 15621.631526556295, 15628.453031816673, 15643.971017245574, 15665.352964180547, 15676.63719195336, 15756.709740252038, 15763.709075996832, 15783.107923130658, 15786.369517783762, 15856.263133759721, 15861.18823466199, 15937.387358363156, 16015.904023018431, 16044.423442817488, 16048.867939729147, 16131.824097190256, 16354.131685450317, 16376.597289117963, 16419.192591798776, 16474.756785367274, 16476.876733623045, 16540.796854841898, 16545.134639655058, 16672.252463094737, 16684.10068198898, 16770.688355097667, 16804.93190050822, 16878.700200179574, 16893.749036841647, 16940.34304189782, 17018.041010102475, 17048.222421791572, 17086.34081474181, 17229.929311394983, 17250.5884417642, 17254.710761033, 17322.40623258542, 17374.45119043231, 18521.02914013732]","[8454.030145727183, 8749.682224819502, 9792.894678660234, 10099.299213448458, 10769.865220682179, 10957.47783855923, 11422.160203562868, 11852.61441425081, 11911.219814840471, 12035.19300294263, 12044.516071671913, 12180.045534868064, 12293.923971906637, 12565.576219349774, 12688.289370509985, 12695.22260881687, 13096.705220916578, 13107.624321636917, 13145.249238114922, 13213.265691125667, 13435.43648928262, 13448.377521987182, 13629.893056674644, 13873.885680180412, 13913.874892310738, 13978.429547154137, 13993.73178962014, 14046.36039151058, 14086.969486292148, 14265.970971871755, 14358.094496538677, 14359.514472172066, 14376.428079261226, 14455.62395915778, 14533.171232277797, 14537.587010961068, 14567.29687048283, 14602.994489441626, 14658.17299142985, 14753.098583236399, 14985.171113248438, 15014.97337509105, 15096.445096281815, 15137.276287116045, 15226.6046755662, 15332.133988342515, 15602.329898305383, 15635.324241873748, 15721.148552310755, 15790.840952744591, 15815.802434431387, 15918.468894747804, 16003.584448117379, 16105.223266543164, 16332.814689716963, 16359.531087747058, 16374.6998119872, 16427.188153938856, 16435.37648224147, 16525.786500302846, 16662.38926830909, 16690.57272345325, 16714.2081974648, 16739.896815684795, 16747.60682251088, 16932.79086419341, 16938.094403888445, 17243.71381028369, 18390.71145540374]",[],{}
11,departure,T2D,19800,176,0,"[9871.027657444829, 10712.340921644958, 10927.413535370051, 10999.929340788565, 11279.190102770697, 11299.086833856652, 11465.60105765087, 11994.552321066149, 12427.758856393117, 12490.43097880271, 12662.80404998381, 12781.259597612005, 12865.987327140027, 12903.692181866432, 13058.853516933996, 13185.794888190349, 13320.75433955442, 13327.474919765014, 13350.872548162204, 13409.57669891054, 13640.606292074373, 13682.59793230538, 13700.632090520761, 13717.450170576809, 13818.217608439521, 13845.95577003909, 13850.850939151009, 13856.318788899382, 13945.99852728133, 14075.850254863726, 14182.351580111135, 14194.942882377554, 14210.546364245503, 14396.193018378848, 14412.47955233761, 14442.33865319731, 14479.048903157636, 14486.350819482388, 14502.700448666083, 14514.948406223013, 14547.320199445005, 14607.557366160372, 14625.902104583633, 14657.30051926185, 14669.744449973276, 14696.859197558251, 14704.338242780073, 14753.27647418437, 14932.302653972238, 15060.99555107167, 15062.85529789075, 15135.649086010473, 15148.85517515655, 15239.808530941335, 15262.404111560068, 15270.752098790275, 15299.833876715538, 15322.808430560739, 15326.327862242237, 15390.329672327664, 15412.88253985365, 15628.579003997294, 15677.430182107577, 15679.969013124231, 15703.69368475626, 15739.708333071992, 15770.257564981943, 15816.430502213174, 15940.114370374271, 16033.163901102738, 16167.089093150295, 16171.287457447466, 16353.4503821993, 16373.551283652634, 16490.989665009372, 16528.940730102957, 16589.2549509824, 16598.645898464456, 16812.303794143965, 16823.201032960093, 16831.34096767744, 16851.33120375618, 16891.540355797824, 16908.799633468567, 16944.31310166329, 16981.856195580807, 16982.215998388052, 17020.540681061146, 17039.491952273376, 17094.118847770183, 17234.373715346235, 17254.079540770123, 17352.893243768733, 17366.813125007226, 17404.32073447211, 17421.747821486195, 17441.541541747953, 17467.91775755967, 17533.591407252166, 17558.38693705999, 17637.848567103134, 17707.85646294286, 17760.50252897163, 17869.57567911433, 17883.621081212485, 17953.026518510425, 18104.877838253746, 18210.24863754546, 18416.48931390564, 18416.992811786607, 18673.941001670635, 18683.361819759237, 18789.642299904022, 18825.594597371306, 19156.139007006394, 19496.356418625855, 19496.40517388745, 19615.479649437897]","[8652.78817969445, 8739.525970307479, 10556.14202920914, 11340.419661663867, 11385.626278673193, 12235.839843462718, 12272.993694438246, 12805.425514403662, 13101.027409051294, 13174.521704358274, 13511.554335346691, 13735.839377629385, 13784.255213096269, 14088.692909704, 14308.614169425051, 14489.981652224391, 14561.068388754657, 14653.03914013482, 14931.195028164122, 14964.816587045148, 15298.042146086784, 15388.614124399772, 15480.015305667856, 15572.709652106674, 15600.82744926815, 15797.872553177025, 15850.018952137707, 15864.172687515127, 15907.162079671727, 15926.232448707906, 15943.491465085932, 16028.949463973086, 16049.94208933408, 16082.216170697691, 16207.3564828419, 16327.10620638756, 16433.49461928046, 16488.643902667638, 16645.445488693236, 16830.434082097512, 16913.15424286489, 17020.043321832396, 17068.166978544046, 17134.617200477784, 17276.825417975677, 17404.662770930936, 17437.45672933882, 17610.561849945876, 17635.626946881708, 17675.064402893433, 17753.938179002827, 17895.192117623694, 17976.23318639502, 18886.834069662837, 18900.376557366442, 19214.502444884412, 19459.034704887923, 19595.96325690523]",[],{}
13,departure,T2E,54600,138,143,"[32814.89754962964, 33632.658255922506, 35274.546923648915, 38528.38289778538, 39111.49913000826, 39639.84065297034, 40384.01314180673, 42116.88283438789, 43546.198684121075, 44030.465621298055, 44096.84364494484, 44253.72321281742, 44311.02521318879, 44689.20982606909, 44761.8881980099, 44794.98162040819, 44933.49239802595, 45109.145593061316, 45109.55192512051, 45111.03525028914, 45215.213624472155, 45255.62553858315, 45899.13487778127, 45927.259454937834, 45931.409621303654, 46057.85483764472, 46190.33850761085, 46191.801027781024, 46212.548482596874, 46768.308183217436, 46919.62331265514, 47077.15170083032, 47117.11251209042, 47168.42098260802, 47324.24996807257, 47431.135252325206, 47540.67103103275, 47714.98893961923, 47822.55886482142, 48207.543085195255, 48230.637366850526, 48441.99623701702, 48509.537107815, 48592.61453332927, 48598.820709592146, 48727.32945189652, 48755.313585835764, 48781.64621955612, 48999.079005013205, 49117.45901542923, 49206.488489065734, 49229.22390785428, 49350.85109052709, 49395.57940234432, 49407.8228336903, 49418.278001113074, 49420.62817235369, 49601.296306424476, 49634.39860835961, 49847.00936731512, 50252.83129537859, 50278.57709419184, 50291.67978982067, 50467.023800614676, 50472.429754242396, 50526.453226464124, 50538.652351624216, 50737.86509714028, 51072.571811533104, 51091.9730669743, 51194.43893434231, 51207.24511949289, 51253.34106788092, 51448.3670969453, 51487.44812677417, 51604.8511596003, 51623.47079611009, 51652.094861620826, 51916.053280808344, 51942.8413296746, 52491.815120910935, 52509.90195494414, 52588.655723214455, 52775.86416757803, 53226.03040593713, 53251.209076261206]","[39158.68180456624, 41460.56700212445, 42175.22011799387, 44173.24770360417, 44217.245991857635, 44503.87782325058, 44676.77151906525, 44782.130186496965, 45962.491044145696, 46782.200028927466, 46958.96644316964, 48021.934006227675, 48210.61770268914, 48544.34329533014, 48669.21952236901, 48799.040599095926, 49066.492878175464, 49160.21936255574, 49190.813811931795, 49357.669845729644, 49603.386413816035, 49624.63656902036, 49699.54706367668, 50599.1270497161, 50618.60080103685, 50714.59399253352, 50772.2705163505, 50784.084699898944, 50929.51629463228, 51162.45105592787, 51250.172967177954, 51517.89796446843, 51603.91667429629, 52512.366988474925, 53148.707633357386, 53558.6639236984, 54430.13675534969]","[44220, 44880, 44880, 46620, 46620, 46620, 46620, 49560, 49560, 49560, 49560, 49560, 50820, 50820, 52560]","{380: 1, 390: 8, 399: 5, 400: 9, 402: 2, 405: 8, 407: 1, 412: 10, 419: 8, 420: 7, 423: 8, 433: 8, 436: 1, 438: 8, 439: 3, 440: 8, 441: 1, 442: 10, 444: 8, 446: 6, 451: 7, 452: 8, 458: 8}"
