INDEX,TYPE_AD,TERMINAL,OFF_BLOCK_TIME,NB_PAX_GROUND,NB_PAX_AIR,FROM_ROAD,FROM_SUBWAY,FROM_TRAIN,FROM_AIR
0,departure,T3,1500,167,0,"[-8532.37914223555, -7468.710341114418, -6736.185189975514, -6467.167323327704, -6346.40122031224, -5986.649261492693, -5891.033697185774, -5505.682943404002, -5484.751963743316, -5434.661771964055, -5339.471276148862, -5215.953289389233, -5200.542867361142, -4960.277168519577, -4880.0480651192, -4689.449157627877, -4449.723854965342, -4423.869107077568, -4388.839679505647, -4371.46019847512, -4312.243602745758, -4294.507723548905, -4254.081881145801, -4199.908317352995, -4121.758700497793, -4114.882682704669, -4110.998846065315, -4057.4322262503115, -3976.5899151655867, -3966.46063426393, -3966.1241993281055, -3960.768255558464, -3884.1298488337443, -3819.1059473750233, -3812.002491673473, -3754.927833245331, -3731.2552143768908, -3687.887526051405, -3634.0424763743185, -3333.4357782795264, -3307.894346659469, -3255.0203116763705, -3180.4148106146504, -3044.444762391506, -3014.452451959044, -2988.4574055021258, -2918.757691547252, -2913.611721389203, -2861.5242100130345, -2816.7293596193617, -2693.613593320685, -2680.43459460469, -2657.3222250408817, -2623.540707824225, -2607.9908472023567, -2545.8629927249967, -2518.2004117881747, -2456.7200269412724, -2352.944658417578, -2313.6279012245277, -2311.577101610663, -2289.4710324087914, -2284.9319377654256, -2280.8593170523745, -2211.879511874009, -2164.5207264322785, -2109.2259012882646, -2098.5091098221274, -1962.816899625699, -1934.2427940979974, -1874.7261292768749, -1818.0021989332831, -1772.1511129771661, -1749.210820488593, -1725.6281291881733, -1710.5631468367942, -1691.2458294103135, -1656.917498198254, -1654.5221242615594, -1634.5299276416727, -1615.103085111257, -1609.8622865169707, -1577.5088784044137, -1535.0396078065532, -1519.5469527393764, -1424.355429588571, -1337.5574246960884, -1302.0096088158223, -1298.3175478245469, -1238.53594199782, -1169.3869029893344, -1103.4500225888944, -1066.9447488135384, -1027.1103766237966, -991.143348950382, -930.1956076508129, -872.0143864593538, -867.0498518730597, -843.9241043937934, -769.090055275427, -519.8254465968464, -404.6750086143311, -286.30444129774673, -146.84307776463598, -53.96495734127143, 0.8627487349241392, 14.844662664001476, 501.36999285865375, 964.3376956034901, 1218.2405761333505]","[-9347.108983350376, -6604.241629631825, -5934.1290793609905, -5753.242352368298, -5706.187762753424, -5325.481046116573, -5103.600546631079, -5017.019911648911, -4788.057916348297, -4645.044809284218, -4564.622479934772, -4367.456669272138, -4325.003845965397, -4027.2208458078408, -3849.103329193056, -3846.057262839694, -3835.2954072633966, -3754.7559975027098, -3742.548138861857, -3524.664801794238, -3462.8174320873227, -3428.531707896268, -3312.965047525267, -3241.1561828934614, -3166.3232443530155, -3066.017331607802, -3001.0819130513214, -2951.1167738607237, -2570.4366698797203, -2533.6054473225704, -2530.886174299635, -2516.844693679655, -2431.2785224247, -2421.319997537402, -2389.0037372591496, -2095.459824868064, -1908.640648334134, -1795.1612903069295, -1728.6811820893663, -1698.4593414628057, -1685.8279472096522, -1461.1823647254303, -1335.2971914123389, -1199.1784225477934, -1119.2908435047202, -1076.9997201592505, -1065.6512823047588, -863.158377232031, -691.8426880729656, -682.7720317907531, -409.233395098634, -175.49811963177476, -86.81087333393322, -72.12985080355281, -40.62135194487411, 602.5374272480714, 1473.7679585417018]",[],{}
1,departure,T3,15000,185,5,"[618.3694049455079, 3791.274119935516, 4478.4433769360085, 5782.4395583746955, 6353.8065900062065, 6533.273666792149, 7252.60494359489, 7261.618244689376, 7321.36960504057, 7768.470510541784, 7829.781973764065, 7977.500502155804, 8377.009051371127, 8385.863147911316, 8559.761228794912, 8614.742009324149, 8705.730928296009, 8800.664392779001, 9232.610031779683, 9256.25048018708, 9275.5882235806, 9456.6648427744, 9467.365683266858, 9492.794726057435, 9507.829562847306, 9514.356976648342, 9519.593067657881, 9533.81071180498, 9553.456489373933, 9702.079486578592, 9759.319553841, 9819.707521568416, 9838.122145523652, 9842.456307419312, 9900.787557456415, 9930.941023420653, 10074.81053263872, 10102.739757389187, 10234.333836895054, 10239.791508973525, 10261.195313399212, 10262.678978337228, 10320.601787181147, 10321.32299640018, 10439.499838209002, 10450.183621918952, 10470.701333703613, 10549.063925848135, 10574.08542200636, 10588.83720588259, 10719.35518431684, 10737.07646749578, 10760.036224706353, 10764.240365493664, 10770.151508154559, 10773.161098525059, 10778.927094788078, 10792.573090687032, 10815.522226994173, 10822.547879772703, 10823.320669972272, 10828.55674926212, 10849.816156734212, 10854.111337555016, 11015.500795035308, 11018.16426224166, 11063.07496071909, 11089.146432577523, 11118.067807377367, 11139.949804006083, 11221.7786534362, 11255.38296609792, 11264.302940345604, 11294.013444446015, 11379.344982686765, 11389.351923249254, 11645.038535000072, 11658.186695188908, 11692.865718121373, 11698.704287745904, 11714.223459075587, 11729.847516679627, 11768.161710716753, 11774.589893414945, 11778.638347517333, 11811.653990826513, 11824.690040792624, 11833.99841913213, 11842.817146618101, 11880.77754674052, 11896.867486557421, 11964.643530563373, 12050.731735366206, 12115.251928257927, 12158.366737670092, 12239.638465501943, 12250.63157021248, 12251.058975769602, 12252.675019189515, 12333.15705450082, 12382.659162054857, 12396.607114957616, 12504.3471973955, 12574.989788353485, 12650.457686427693, 12747.97334360425, 12771.653423434716, 12886.11350841329, 12923.973902047737, 12961.982597826911, 13089.119916888572, 13120.789854103223, 13174.182425196817, 13344.708155861497, 13347.107476786845, 13377.665257225077, 13390.804662845072, 13595.809490197164, 13802.73822579852, 13894.915547024726, 14155.830264505586, 14271.739804957913, 15027.598199867556]","[3677.3354891648523, 5194.378082389221, 6116.561967114799, 7811.341866691324, 7958.36261200575, 8285.123577656132, 8320.584119215837, 8458.457962028237, 8505.651738959563, 9024.378530707738, 9036.998964732365, 9047.295407618647, 9135.346721965687, 9177.12920375857, 9392.047491926663, 9455.092036980297, 9481.146425487013, 9510.719644396524, 9677.283609571425, 9861.64110719655, 9874.497157944192, 9956.27706950547, 10088.561680207042, 10098.029707688504, 10109.106156007874, 10189.013986503258, 10357.341847486075, 10393.45901201548, 10513.999051079507, 10553.552042099565, 10555.285653706127, 10625.013237672834, 10634.071450273283, 10635.887325204492, 10697.14405008664, 10747.017838523685, 10826.370533247496, 10893.860427907099, 10906.630365199106, 10910.155784127744, 11100.516192712272, 11253.346439336163, 11554.780742814659, 11733.958081878473, 11759.747927466611, 11938.062114416118, 11982.032340638601, 12010.177463578844, 12029.731139394871, 12031.685058857958, 12055.164337452123, 12221.106744588844, 12242.069771977303, 12422.457234205107, 12485.428257626394, 12488.970294657083, 12497.683478800282, 12794.252094033642, 13171.767874806004, 13323.956731048182, 13579.04701481738, 14451.91931337073]",[],{5: 5}
3,departure,T3,21000,170,0,"[9385.437354093794, 11668.048890304966, 11808.999404715227, 12212.978365596944, 12667.740132122366, 13053.60327739872, 13150.752408032713, 13341.6067922291, 13456.610961554396, 13511.576644501558, 13644.226724587417, 13844.191099553247, 13914.747878162918, 13925.078171435687, 14209.12120717297, 14534.213344717315, 14631.59697359672, 14825.023768128585, 14837.70515752945, 15013.452927858183, 15095.275532152837, 15123.936393387274, 15294.608765969013, 15422.703958522947, 15504.137955816803, 15525.962709059933, 15601.535906362607, 15699.675280235188, 15723.126333191081, 15736.646593221016, 15794.54266875435, 15874.860640493956, 15937.525322646381, 15940.731843195954, 15989.445525799658, 16005.538275102223, 16095.537527863877, 16158.201431304891, 16183.31193091963, 16279.25531205093, 16284.277536787231, 16284.892211661692, 16309.373976981627, 16344.251068645903, 16355.074467690409, 16383.960044251362, 16386.6562832277, 16417.638240936663, 16428.466717616677, 16466.711602150142, 16506.66418727901, 16522.291853317103, 16550.823164798625, 16587.69307409127, 16598.64841084803, 16609.423656689283, 16643.75489000146, 16758.83390687357, 16795.162782991298, 16804.90419838942, 16861.157108534553, 16928.007684181557, 16947.012225366376, 16960.27645837173, 16982.456637295294, 17112.454502085442, 17116.120159336995, 17135.03766405996, 17249.504585168874, 17253.38100803821, 17318.559863111535, 17340.047910395246, 17352.194307685077, 17383.190181965478, 17530.993571045175, 17544.96955771807, 17572.84436766019, 17597.448421362133, 17638.095098446483, 17700.131196917184, 17718.66283792405, 17732.480358058663, 17749.735147159532, 17820.252513839703, 17839.584148594986, 17863.463643263036, 17883.32511485214, 17930.70029841008, 17970.88492502596, 18019.427683221908, 18084.867366718616, 18107.933056837774, 18249.329301627968, 18341.963596123584, 18342.55588376098, 18441.87637809616, 18474.716578614298, 18693.80039085448, 18731.083888118406, 18797.73411487132, 19144.510885772375, 19271.255408465648, 19384.38937830184, 19452.72020200155, 19475.097138837187, 19730.697499777194, 19770.86785577283, 19786.97113615594, 19937.770296200226, 19982.9556732399, 20575.069751708263, 20677.050725465593, 20752.067070906756]","[12306.889938581957, 13685.500831660442, 14292.979806642206, 14426.611918214767, 14792.694457385765, 14890.98443929339, 14988.605915815077, 15131.721135663374, 15290.411058415422, 15358.414947006451, 15431.368916785574, 15748.101992722366, 15749.361680043985, 15777.771286040655, 15952.76642839387, 16071.878441706098, 16198.66513383441, 16413.723474964263, 16472.368319640213, 16477.94440900016, 16646.900495532136, 16668.989484737573, 16685.302428552255, 16707.996721666466, 16860.47808563467, 16949.58526225143, 16987.423714126606, 17018.03185456701, 17084.66679068531, 17384.008231882886, 17484.063011076487, 17543.01534130124, 17584.156525081064, 17657.742601429964, 17768.22878135264, 17823.36164960241, 17838.962871222793, 17897.959235298687, 17911.75366396894, 17952.722869897694, 17954.82304480015, 18146.485659841434, 18168.291638683037, 18250.95012607368, 18277.03640058149, 18416.77310242821, 18464.325116823533, 18484.540106614837, 18614.15408242748, 18817.083383164212, 19081.26987729508, 19205.092565086816, 19251.659191172002, 19285.443812760586, 19610.147257015145, 19867.31236234306, 20136.62127593112]",[],{}
4,departure,T3,32700,42,1,"[14209.84469946249, 16904.0292526347, 22146.26328593839, 22759.58253093376, 24537.771123968436, 24729.231516681557, 24892.5964896603, 24914.410708961444, 26312.257982800616, 26986.884088235238, 27063.79334039784, 27087.00936858138, 27147.342369700586, 27399.411010976386, 27822.472652707154, 27878.261343889266, 28142.22287581406, 28327.813723753578, 28339.446140127046, 28393.78877353777, 28593.443606082958, 29021.793882793692, 29365.652668111125, 29640.635801075005, 30992.125562768608, 31079.80898892173]","[16139.752902437487, 22804.164148695265, 25425.30279146383, 27225.191985683494, 28145.314334781357, 28158.91501143578, 28206.084386459697, 28431.588081847185, 29326.925517365966, 29514.098477526783, 29713.24731684968]","[28620, 28860, 28860, 28860, 30240]",{127: 1}
7,departure,T2E,28800,129,144,"[16895.856322445074, 18593.67089345937, 18983.5836147534, 19353.648704555424, 19586.901866074535, 20464.930931255953, 20700.831021763996, 20930.42968413178, 20942.001244181072, 21028.392382786595, 21311.10462837629, 21540.612822759747, 21617.330374924983, 21652.903407673166, 21725.581258536477, 22356.25541169068, 22422.921154899184, 22486.579203306934, 22535.850324323368, 22564.499249384204, 22571.570591081032, 22716.279146015262, 22821.813830070227, 22879.499447634775, 23085.000808206565, 23175.024020608187, 23190.058219943254, 23283.064430254184, 23296.09904133385, 23453.077667027075, 23461.784158226066, 23533.176976054143, 23543.03424991984, 23557.03592548432, 23708.999750706607, 23724.262713321128, 23829.32979027131, 23971.196005092468, 23993.012578322112, 24015.520186581627, 24031.919790194002, 24136.103511553818, 24170.96484180903, 24187.288841110803, 24240.6062494343, 24243.53065557115, 24261.173453145264, 24266.2544192262, 24302.107027839596, 24362.97112954567, 24448.174063009217, 24513.63867905791, 24566.74666720502, 24589.89239864413, 24668.20546835514, 24720.674772113372, 24735.35224574637, 24816.288350135346, 24916.585231453962, 25075.971668254777, 25129.666650837906, 25134.70755823628, 25206.600527188217, 25287.563104132107, 25392.883972734948, 25407.53383378975, 25578.234101047135, 25675.191058542543, 25728.340037126665, 25736.562259934904, 25754.50918727221, 25884.20363251889, 25887.180522667626, 25978.265460858165, 26071.432907186852, 26079.446667284643, 26191.477431002724, 26367.321642014926, 26473.379563663522, 26586.08490734483, 26636.84086756389, 26640.601932481204, 26676.51518425397, 26885.177947779666, 27015.27949234788, 27097.692275910475, 27642.026199571665, 28190.52786803968]","[17760.9269377018, 22003.972745957428, 22060.245712422897, 22427.341240025537, 22725.512432849813, 23049.68639897345, 23204.925270241594, 23320.91997880766, 23399.999378520017, 23747.929434700814, 23960.167013936607, 23962.78472110301, 24080.37532770048, 24106.113860644396, 24154.895838649507, 24280.03825156393, 24354.22055251051, 24461.06772186053, 24465.414085190794, 24466.458334962925, 24482.267461216707, 24507.979093128855, 24552.27721657723, 24718.938514144214, 25102.31616256783, 25348.1242146662, 25437.66680614675, 25513.248638030927, 25588.610575022598, 25824.246926794625, 26252.983682878432, 26368.5999085205, 26394.07940624401, 26503.987035750302, 26832.7583209682, 26881.59660679486, 27146.2699467305, 27192.756398693487, 27242.772496252463, 27260.576447662577, 30694.60906425346]",[],"{37: 35, 74: 34, 84: 12, 96: 21, 101: 20, 102: 22}"
8,departure,T3,36600,99,3,"[18690.470167744403, 22312.177214202206, 22535.057776738595, 24575.261782333488, 25582.024267185217, 26373.40624260396, 26739.341705313996, 27250.986044250894, 27611.839259605673, 27926.047635900668, 27977.236501066698, 28026.782672318906, 28554.80323408555, 28695.729849565676, 29038.846381000032, 29158.479189516376, 29268.69005167039, 29297.981880642295, 29475.692175325632, 29633.393382170736, 29656.432179806994, 29774.885092965524, 29805.76446412022, 29887.553839587752, 30144.749472041927, 30406.789484852132, 30441.38152991443, 30492.32676509315, 30571.585675296395, 30708.053376722175, 30764.533284398356, 30901.86187662831, 30905.272374017582, 30931.44377979414, 31027.02245756424, 31217.44200473188, 31482.82512695357, 31674.45682464618, 31831.534775239546, 31915.71684349259, 31956.00524825829, 32171.38198332225, 32438.297315712767, 32452.985716462987, 32820.60826803208, 33133.461713633675, 33275.19666415477, 33277.92049419552, 33587.51656248186, 34074.78638907431, 34097.42299023157, 34333.19697180395, 34452.49360471721, 34877.58706881742, 35070.66209729107, 35076.61357822486, 35085.06361775869, 35171.392572146586, 35271.77561820843, 35642.42750849439, 37116.77734333052]","[19169.33944755831, 25413.887166685512, 25917.961574687186, 26822.88078702086, 27445.12545874088, 27798.408338895475, 27808.220426516345, 28210.9387498736, 29512.067768490317, 30020.539155316405, 30402.13751287162, 30557.955208767617, 30844.442701800817, 31182.56069505083, 31856.15623980886, 32043.92401511903, 32294.851897752716, 32604.23339538915, 33069.44879889378, 33119.9185702075, 33446.85127364699, 33490.08771517796, 33683.593865786555, 33723.04078011027, 34289.208696020825, 34854.41324503145, 34860.67926727624]","[28620, 28620, 28620, 28860, 28860, 28860, 30240, 32820, 33060, 33360, 33660]",{206: 3}
9,departure,T2E,25800,31,33,"[18624.777686916394, 19159.283909549144, 19443.812993687843, 19466.582554327604, 20103.207403809534, 20222.218503934044, 20454.483510750157, 20659.88382964181, 20696.764866855494, 20877.8637888421, 21184.091855866656, 21252.863392852, 21309.128742076984, 21377.899844019143, 21789.984441520206, 21871.16457985557, 21982.85565423077, 22380.792764963448, 22887.801492303483, 22970.573792093826, 24014.51648728003, 25430.053561377295]","[17591.3198513805, 19579.344165231145, 20823.7074760404, 21614.334748210855, 22107.619506623807, 22705.444502389248, 23109.772127908574, 23171.960463977903, 23787.77041398333]",[],"{13: 1, 14: 1, 16: 1, 17: 3, 19: 1, 20: 3, 21: 2, 22: 4, 23: 1, 24: 3, 25: 2, 27: 2, 28: 3, 29: 1, 30: 1, 32: 1, 43: 1, 45: 2}"
10,departure,T3,18900,182,0,"[7006.446493432142, 8514.545417188247, 9399.846019209772, 9675.408585908473, 9847.823299754467, 9853.195649968759, 10619.232577312465, 11071.480902594943, 11115.656942713182, 11138.066910544037, 11481.185006954242, 11622.881753356272, 11877.401486808896, 12183.522461673443, 12334.718803330514, 12545.09635056704, 12564.073758845587, 12584.45655783017, 12609.979740805831, 12610.724143166522, 12713.243631898265, 12733.420191134386, 12769.732019770872, 12772.194591862884, 12993.961462873662, 13037.63693983381, 13255.196917068584, 13447.145328087685, 13459.454790694428, 13468.794319792323, 13491.459659969154, 13492.611551557295, 13572.804968635115, 13639.700158847405, 13735.592098700474, 13809.454957887561, 13871.024408726957, 13941.77027086953, 13971.092933943266, 14011.966425388648, 14027.427777384137, 14082.795782728426, 14118.434640329695, 14154.489883731654, 14231.323174115352, 14233.934814498514, 14299.471744204959, 14351.114360630516, 14357.25266345065, 14363.71367738316, 14423.603693354242, 14501.954615815066, 14525.812093394756, 14538.248691195013, 14591.563479236755, 14623.020906075137, 14689.676287622946, 14750.232646793316, 14770.480366159974, 14771.102714543364, 14788.709397556488, 14796.852715399496, 14811.128338376182, 14825.61433766996, 14854.024092161213, 14917.931177833612, 15016.846217314389, 15126.95671409797, 15164.35099886333, 15177.91066866763, 15260.581975939996, 15288.43589895506, 15357.545983044265, 15376.949758777499, 15426.836073340717, 15434.722548565125, 15454.005508514963, 15457.634687872585, 15480.01368252687, 15499.908708799256, 15502.831563147909, 15525.030422932481, 15525.704636405419, 15545.374934134623, 15567.950392083165, 15585.096236644855, 15586.89604638398, 15607.454381529615, 15643.57128778609, 15692.409906592233, 15707.19085831961, 15736.31425044664, 15823.969426356853, 15825.414953447304, 15876.408277547564, 15897.667050202983, 15927.384814310646, 15950.211120243921, 16093.245845011914, 16156.515103496837, 16242.91117036669, 16275.804832352305, 16285.971921981834, 16305.265162605227, 16349.490514956613, 16423.422677151466, 16446.570384653565, 16543.951981177637, 16606.707859853417, 16619.166326380204, 16652.813606982494, 16705.8690600521, 16883.402046588842, 16896.846148013225, 16934.031936762418, 17369.710112749603, 17386.15465288867, 17399.51625226021, 17503.539645651195, 17727.59831624523, 17753.22037644294, 17972.07666523988, 18137.7194227026, 18529.19450288356]","[8394.867653798567, 8529.790197162958, 10094.079777499408, 10941.82227237169, 10976.803464523335, 12244.883382604075, 12254.741320610043, 12345.201154851857, 12460.452926681564, 12537.508818689346, 12687.851383551564, 12856.60905298494, 13083.791909737778, 13093.941958951978, 13383.219037907518, 13396.297832534734, 13499.397215503328, 13688.12909561653, 13775.561110666733, 13851.379312440042, 13915.107417528394, 14131.914149081515, 14214.774073795936, 14215.91053314741, 14327.458050843286, 14333.099678278351, 14342.845856668093, 14359.198797682944, 14366.857475804703, 14379.028285025235, 14501.748615613453, 14607.146916222684, 14713.293344651103, 14876.267796063486, 14891.33244520663, 15129.758932294324, 15201.859195755274, 15307.761547229255, 15526.062950721549, 15558.545114228113, 15626.582731059309, 15662.288428398759, 15753.273459340297, 15784.61631556808, 15785.641416295817, 15842.251933911919, 15958.750493421874, 16011.308521912879, 16019.101368477715, 16029.103765079148, 16361.197291567998, 16367.030137539863, 16401.950078167527, 16491.422872285377, 16770.71292870443, 17127.151092484597, 17201.241784156653, 17514.07072032282]",[],{}
11,departure,T2D,19800,159,0,"[9145.885295834461, 11088.412630456443, 11486.316155289724, 11579.323427102307, 11622.685138305682, 11981.448876293134, 12193.65208076616, 12321.4364894304, 12355.515065355998, 13151.644816788197, 13163.583521423392, 13245.85757754632, 13489.287905289792, 13541.458963712415, 13547.294199485183, 13551.687938992398, 13582.932906936285, 13624.144601404289, 13733.878363927142, 13781.855302163056, 13810.409497085915, 13827.247350204212, 13943.718272925978, 14071.931390352382, 14165.851911893378, 14192.210462853485, 14310.951863430713, 14357.874492717012, 14400.605800988582, 14461.06531699849, 14466.617919614713, 14539.567248389223, 14587.091485483525, 14701.380278354582, 14756.608447614393, 14798.294599306735, 14849.655094721149, 14921.944777263108, 14981.344065227633, 15120.683004304472, 15254.254136784488, 15277.573999997818, 15299.175221075728, 15309.339901047886, 15482.53563740913, 15540.990624105907, 15566.402404268332, 15614.216043256689, 15672.500121873632, 15838.571465671006, 15842.350171741497, 15848.162420718787, 15854.08184192682, 15858.455012008053, 15947.027811334376, 15989.93072589851, 16010.93486640738, 16050.573717535084, 16077.315064244052, 16116.114634658026, 16144.63712322244, 16196.923747571785, 16219.577861646518, 16276.757238854014, 16335.045860055248, 16385.895238676938, 16402.79254780207, 16491.978055132342, 16508.929504204993, 16576.40665133181, 16588.48600159925, 16602.99284738681, 16625.382755706803, 16632.848843660715, 16730.309950040217, 16753.536539945067, 16761.33984238733, 16817.225051495636, 16908.908595531037, 16913.32966699511, 16995.946819972618, 17126.561184458387, 17132.23407230578, 17268.630877930387, 17386.053676050582, 17394.05170206596, 17419.702934003908, 17514.724007600078, 17544.194735284662, 17562.869931076264, 17568.763121295975, 17644.025061778266, 17708.49125035999, 17887.168234569097, 18087.380147891156, 18091.63846736101, 18229.48317636169, 18265.655212119273, 18428.894767799735, 18509.1926074523, 18747.474000313, 18787.097351784563, 19028.7300370914, 19150.552998209627, 19156.970815369237, 20170.05360205195]","[9778.127856983469, 11156.431657204335, 12759.418666997895, 12819.996813646367, 12829.709934205363, 12856.997074159382, 12954.851965307165, 13162.51392260276, 13201.86795586436, 13342.664153360503, 13572.124188129563, 13812.357224711575, 13826.019133549726, 13877.172922313679, 13943.559706661279, 14278.277198124008, 14314.92944713514, 14372.952843818432, 14381.896935589933, 14499.533348861853, 14503.12476334511, 14546.704198348227, 14566.660186126635, 14588.056636287229, 14614.99527538473, 14650.960763739498, 15290.533528671926, 15303.815143195681, 15314.60751221776, 15469.947066281926, 15640.561310140994, 15670.054961229267, 16150.997241179073, 16234.363892915933, 16533.89075059206, 16608.932128594886, 16750.774556499622, 16752.324437124124, 16873.39854247553, 16890.048933508453, 17072.109655048454, 17104.28215599998, 17242.137305632976, 17740.395499580605, 17865.22225294244, 17979.119021241062, 18003.636558514125, 18109.804441561406, 18115.157026340512, 18141.27261082087, 18236.350081428336, 19043.28800525687, 19429.84341209931]",[],{}
13,departure,T2E,54600,130,134,"[32941.288255186395, 36243.55978022491, 36877.07229268164, 38183.89692834887, 38350.1101682232, 38742.04686584481, 38881.346349541855, 40547.29771414367, 41239.05945548517, 41318.03504801512, 42929.155188326346, 43976.95229107995, 44060.49272780123, 44128.641566349725, 44375.775464040285, 44653.81721437117, 44675.62397489357, 45193.757510660784, 45290.69634392803, 45335.13331366694, 45483.83415634528, 45576.96854481971, 45583.102597705176, 45721.34164208999, 45926.88302004658, 46353.53815854303, 46528.90070126775, 47210.54689512607, 47440.39522706886, 47649.81930329448, 47834.573951755156, 47927.33796710708, 47976.977397764305, 48002.995065471165, 48129.16801956507, 48153.633723133884, 48164.30388778472, 48410.47058659035, 48487.242164192685, 48544.062804181754, 48646.16719061835, 48806.81593214502, 48848.441332520655, 48849.096170524994, 48856.24759369988, 48868.30289330704, 48877.857145448485, 48914.07813652439, 49150.81493633379, 49203.66170826418, 49287.425909853366, 49379.296501215686, 49439.9996827233, 49488.223474253864, 49517.68250513643, 49608.827553879775, 49623.512819421485, 49669.43147063932, 49768.02142656795, 49862.09855555705, 49865.3370857946, 50025.5794497052, 50257.893139796564, 50282.58089856035, 50328.425703447385, 50541.33490581185, 50719.65332192614, 50824.74265820574, 50869.73193079555, 51090.320260626795, 51109.26042555656, 51220.30457810257, 51485.57838977619, 51618.93526964184, 51772.67714824741, 51867.711927694014, 51886.45717055322, 52988.49323202177, 53945.423608620535, 54503.45069613222]","[27800.130614268986, 34458.45758501488, 34512.15738554915, 37006.42855907335, 40506.96421694255, 41877.98098549903, 43817.83625219081, 43845.91391501617, 44272.296771357636, 44724.446007063096, 45340.48867909971, 46404.338296136004, 46862.18187772841, 48296.5491341639, 48647.58997652012, 48965.7226823152, 49086.59327641041, 49185.55319753218, 49449.62082990806, 49791.962837567444, 49826.030901305945, 50080.893330905106, 50285.15461827401, 50440.13745359243, 50491.42394656047, 50500.04044110066, 50728.69587859028, 50767.50133519094, 50769.46448832947, 50822.2833274899, 51452.7134735375, 51714.36697429582, 51748.78594735665, 52321.530562051834, 53967.13173229257]","[44220, 44220, 44220, 44280, 44280, 44280, 44280, 44880, 44880, 46260, 47460, 49560, 49560, 50820, 52560]","{380: 2, 386: 1, 390: 5, 399: 7, 400: 6, 402: 1, 405: 6, 410: 1, 411: 2, 412: 6, 419: 9, 420: 6, 423: 10, 433: 5, 436: 1, 438: 6, 439: 3, 440: 9, 441: 2, 442: 9, 443: 1, 444: 9, 446: 8, 451: 2, 452: 10, 458: 7}"
