INDEX,TYPE_AD,TERMINAL,OFF_BLOCK_TIME,NB_PAX_GROUND,NB_PAX_AIR,FROM_ROAD,FROM_SUBWAY,FROM_TRAIN,FROM_AIR
0,departure,T3,1500,153,0,"[-9396.87860050425, -7498.455261543396, -7243.017521432123, -7053.44673934361, -6735.1935254902955, -6454.861454975901, -6413.931675287517, -6289.446635176338, -6170.910905362251, -6058.9805041717045, -5888.423662309434, -5672.774888048561, -5667.271162696945, -5507.894913618604, -5505.9848932527975, -5347.472081938674, -5309.713034761811, -5091.565828637662, -5083.029837754782, -5081.606703234245, -5027.652804348072, -5026.124902309497, -4983.878221242531, -4901.0643841735455, -4763.638990522469, -4732.243075070153, -4560.631356740407, -4268.1806824666255, -4244.414381531183, -4220.370674011835, -4089.287945177508, -4066.1377848250077, -4034.196116690069, -4024.7240818402515, -4019.007610819228, -3790.3567648626513, -3783.1346418633943, -3730.921363708393, -3704.1590238053564, -3666.4669623648324, -3657.806350237766, -3558.65091349624, -3468.429443171828, -3417.062188458312, -3336.9300489851094, -3271.4037027465342, -3155.9999218418197, -3110.684413939684, -3031.2341483729365, -3016.5413597324023, -3000.1681955564945, -2942.489649071669, -2862.352826587493, -2849.3285512116245, -2838.7903690710673, -2756.092032126737, -2688.07542762434, -2673.9151456540158, -2655.9906808991595, -2538.035195001149, -2497.8764121100103, -2437.6613397308465, -2258.039110277398, -2235.1555876984303, -2219.033484891408, -2199.110460856369, -2180.8397126403747, -2137.8778483926126, -2053.6987912375, -2040.4414026052598, -1892.9887388060292, -1876.6003212038825, -1866.5164828411127, -1776.8061312115738, -1746.5950573918126, -1713.3730496854157, -1403.74264289879, -1234.5685452481434, -1167.2157332769102, -1130.0671758407386, -1063.9034424986348, -1022.177521870006, -1005.030660337384, -944.816431369008, -910.1592783961183, -905.9134167909492, -894.6501051147208, -838.4800884978109, -820.0702521601135, -714.7520202875256, -647.512803145703, -627.9071360515425, -573.2531572974017, -522.1528981769087, -287.6031215862085, -124.60895536929527, -79.52933676889018, 34.59078269064591, 468.7931455282183, 542.3488377451735, 830.7543655639213, 838.2937283313267, 1011.0126835434166, 1151.2285696439933, 1187.0720465988768]","[-6496.322446449125, -5704.396734806782, -5668.769085686448, -5247.715828839436, -5090.564997433917, -5074.7952698477075, -5069.695409323493, -4760.710223123681, -4687.693680368693, -4468.9930718468595, -4022.8206915288956, -3876.5119748376055, -3768.7189928050657, -3276.0031835504187, -3257.283281117587, -3134.1440729751794, -3049.98994733003, -3045.0831052319663, -3041.6514087340393, -3028.784754409098, -3021.7099590423622, -2892.3443478997037, -2703.516628292293, -2609.6218834322244, -2516.8554218286295, -2478.1844641856646, -2405.6405889011303, -2399.17498344695, -2357.7682942681395, -2302.7893079587047, -2167.1457398886455, -2047.7831827502987, -1977.0352631839369, -1919.2095945227006, -1904.4076845680715, -1793.9521833502467, -1778.3297210668204, -1698.4581696311552, -1607.8608413883626, -1545.1961689384125, -1530.512875878694, -1305.2404392237754, -1029.8463509020849, -1001.4904366170971, -790.1143380176563, -786.7131991179824, -498.70967062350803, 271.4142343549112]",[],{}
1,departure,T3,15000,158,4,"[4847.463743680493, 5027.4478282459695, 6216.70724734278, 6226.038093021621, 6769.338261946751, 7516.170802491813, 7542.511572779258, 8124.880675837386, 8187.185801494574, 8345.553682787235, 8392.20931922668, 8527.698534896415, 8652.379185290907, 8780.637161704595, 8867.733293806506, 8877.53676108649, 8915.328630752445, 8930.023932308784, 9100.045433347965, 9143.187428898682, 9246.586144896566, 9307.52425634074, 9329.974721363269, 9360.161917532943, 9367.723980937597, 9413.86692875383, 9502.15482997656, 9555.456417495736, 9683.628533923282, 9718.050312858855, 9809.897585756913, 9827.848330955032, 10137.891304090042, 10146.715540564928, 10164.868338667668, 10197.383933124815, 10497.717797671661, 10585.132116136385, 10592.041608127653, 10634.061920926892, 10669.367021344402, 10674.871489792895, 10756.02678106568, 10763.268521026037, 10819.633975615427, 10869.695242083983, 10894.941025827062, 10938.147720505396, 10959.646553003962, 11011.652513737756, 11110.626370036245, 11159.104653081346, 11173.818989104248, 11205.035381818741, 11293.85898482178, 11294.955513259418, 11325.006584829642, 11415.694500158832, 11427.809179673526, 11439.135868321284, 11508.383860572842, 11515.259840546101, 11526.688866143133, 11661.910031935859, 11752.35169784976, 11788.585307286095, 11795.643540760759, 11811.850788396754, 11847.971756247658, 11942.708490192028, 11953.215177273794, 11978.638971319406, 11986.89647379773, 12066.08960729021, 12173.168091838466, 12183.997515996778, 12198.368950955904, 12234.008139094354, 12244.07518333968, 12260.072636047762, 12342.95221065777, 12380.029561623778, 12428.146498192938, 12451.388267961862, 12503.182697810154, 12534.605340279306, 12571.606959358427, 12629.226417339092, 12797.867822297938, 12820.071287024866, 12850.246545790576, 12854.678069223399, 12874.436166396797, 12918.871058672608, 12941.81871635867, 13229.07054423317, 13286.172857311169, 13387.547847848726, 13393.103099552538, 13421.270997199841, 13579.102235662283, 13732.53491676974, 13776.988003966964, 13799.995609196865, 14051.592380839673]","[5644.893415617135, 5837.83369589975, 6292.467405631442, 7550.00501480107, 8084.940348141541, 8403.348369049605, 8593.301033115546, 8685.735130741443, 9405.711031576739, 9727.260540757285, 9762.826847425233, 9798.16977781299, 9931.560697705723, 9940.14019196016, 10168.426054967473, 10172.517066749628, 10268.893090683352, 10369.823456175642, 10399.430514910915, 10498.735310079375, 10545.626916002037, 10712.136099113142, 10782.495114926156, 10791.57690049698, 10817.279594020454, 10880.570721093667, 10944.980427396964, 11035.506454897712, 11042.131675028897, 11097.235925052677, 11157.688434935968, 11187.86796216245, 11368.593551255815, 11447.592036837297, 11569.933785635649, 11705.653639414293, 11734.929503019213, 11791.493523971838, 11908.801032717754, 12076.987339802648, 12209.481440033334, 12266.736279187713, 12342.224379630676, 12437.614583376968, 12553.709970992653, 12770.944882729842, 12807.742495426066, 13021.745351618643, 13085.686744808354, 13577.066712063175, 13668.450252760447, 13933.865887445734, 14021.303079779926]",[],{5: 4}
3,departure,T3,21000,206,0,"[9085.45777743339, 11574.84469490892, 11999.310413043046, 12448.524438793145, 12580.447381396354, 12941.967793415924, 13184.06853544122, 13636.827439496295, 13690.926209947302, 13824.335726734022, 14110.021931489699, 14263.31111517557, 14348.195240653002, 14490.621537563027, 14524.591879082584, 14525.47713303193, 14605.473737635055, 14820.608045465737, 14877.878767760492, 15020.003999706489, 15022.300817856478, 15053.017582816381, 15151.645783520515, 15344.760123361611, 15400.720735802523, 15413.088721435564, 15449.628232678768, 15472.15690226196, 15570.898140433055, 15584.427857154318, 15588.920232240342, 15634.760361164612, 15768.645452810622, 15783.7808002706, 15894.200230903896, 15905.222486378596, 15915.482089009076, 15933.125159418858, 15959.138202352626, 15972.192884224165, 15975.93000778896, 15983.190127106023, 16005.841695761002, 16015.663308224897, 16022.88634706422, 16065.06276266505, 16089.111294114917, 16141.42111430025, 16147.610702916347, 16249.914847521874, 16293.161594471936, 16312.02550987494, 16336.389982897497, 16355.141069879384, 16356.323293655, 16420.10657041939, 16440.151331635, 16447.320637652218, 16452.375095644762, 16469.48044010888, 16496.643426528295, 16508.157289948886, 16538.349526867576, 16609.51190064079, 16611.123652897575, 16625.26244262109, 16640.145681213147, 16698.71886318356, 16737.301204451964, 16754.845967765723, 16775.13211371104, 16792.853294453234, 16798.72702895991, 16823.116712819647, 16872.020950178012, 16905.042456972482, 16921.91954003257, 16966.823548981247, 16967.555167874387, 17006.630808201313, 17017.353198913494, 17029.66145058846, 17033.504222975807, 17064.63499378235, 17088.746684803828, 17116.53207391921, 17144.652837854475, 17149.768359815178, 17160.937290659378, 17221.639933719925, 17264.797483907365, 17274.24557764325, 17356.75259972877, 17366.19714134675, 17368.37304772522, 17379.133868744884, 17384.388219973778, 17415.57797388122, 17463.754305393977, 17494.224957539347, 17560.215482501113, 17590.849799518684, 17598.07144775442, 17654.057176004444, 17675.09637382206, 17769.994292335916, 17778.324848992328, 17854.666444372335, 17921.706261632462, 17944.760366854734, 17944.863024065, 17995.75545029062, 18000.371111625736, 18010.41455874269, 18054.67889537777, 18064.97753099615, 18248.479471217393, 18338.409201933817, 18385.98925721243, 18442.662528495737, 18474.228601638588, 18597.154607984834, 18633.620437369114, 18907.675736367735, 19074.78706225762, 19280.566361925696, 19291.709594940156, 19308.958101635577, 19390.833604135827, 19395.8910519527, 19532.252629062637, 19535.908825481976, 19558.023426178017, 19796.996303204272, 20135.078757825304, 20565.499513557057, 20631.46966279429]","[10604.232785752678, 11991.312716114724, 12947.778351836008, 12948.729663785396, 13141.525463297708, 13371.328809599783, 13419.435978979147, 13475.764645960266, 13602.650884808647, 13840.466107473942, 13989.334854054236, 14120.760656159095, 14938.219348015371, 14975.455573128786, 15082.255294145982, 15268.129081820089, 15316.752416198064, 15369.302192976207, 15404.562083375886, 15494.212220821857, 15556.113737978014, 15565.80821560036, 15626.052838831914, 15678.618772657026, 15837.25068055775, 15859.091477790102, 16236.948349149048, 16279.100812949877, 16418.600936881172, 16442.553981212972, 16462.506834294054, 16531.44901717394, 16580.27785600893, 16749.125128699554, 16867.062324002778, 16879.99673661364, 16942.631165206454, 16988.698293237714, 16994.261106589034, 17001.502409135388, 17127.16508497128, 17142.557940226492, 17146.449592361078, 17153.341218383295, 17256.51178759407, 17363.232625014884, 17440.08250413697, 17488.989907027164, 17600.804596179794, 17728.27572128015, 17770.703461328285, 17774.883846391756, 17849.199640805193, 17889.44241409752, 18071.9881355663, 18072.34999238074, 18116.027036073083, 18127.17726440419, 18324.346147233482, 18373.999594931556, 18385.563330562945, 18428.855536994342, 18621.233805318527, 18706.176710524083, 18716.40398573483, 18755.52382773509, 19137.221486485243, 19139.26454480828, 19753.411330592127]",[],{}
4,departure,T3,32700,41,1,"[15916.227341983988, 19806.543160380697, 22499.33313700295, 23044.959988997547, 23907.511319719717, 24761.984197441263, 25140.393677523425, 25328.08001442875, 25674.512965950795, 25958.735841639194, 26023.607862570523, 26642.010186217325, 27002.88678270692, 27153.190245727837, 27363.92087125437, 27392.225458519104, 27657.51118865006, 27842.736776652946, 27963.093074012922, 28498.59449377188, 28523.78864466126, 28609.202701561873, 29308.435264574662, 29495.02040488429, 30063.64279713831, 30194.283011697364, 32817.99157753846]","[23010.42303808805, 24251.807303618356, 27716.680426732903, 28863.92849088036, 29533.531445873996, 29694.419551329607, 30609.607041268035, 30795.52715727355, 31297.815978016723, 31478.484212970357]","[28620, 28860, 28860, 28860]",{147: 1}
7,departure,T2E,28800,133,159,"[16412.950867106054, 18624.250965890504, 19858.29951253266, 20065.466696398693, 20341.796753587747, 20516.65147576517, 20691.886196588934, 20768.31707038411, 21188.623065380947, 21678.56127414951, 21717.773970637078, 22050.88717108597, 22097.65831419108, 22235.75047388767, 22316.214952642043, 22363.76137960351, 22378.795262925247, 22409.876428620042, 22607.997073677645, 22803.855921030423, 22871.316094306643, 22958.978232133024, 22975.244069721004, 23016.40564665268, 23034.89052515345, 23039.89730299028, 23148.4869807237, 23290.806591488967, 23373.247215212024, 23382.419430180333, 23547.01012903804, 23597.60821046042, 23686.956157377448, 23797.417699860256, 23973.199374102966, 24032.747050994953, 24170.124105666102, 24174.036967032283, 24192.53802170396, 24205.456640568824, 24241.81863029809, 24294.276246334717, 24322.736720272987, 24363.981324713466, 24385.137027293003, 24413.903674889432, 24475.66175304736, 24529.78388771578, 24581.14722947785, 24726.702439165194, 24811.01444416708, 24870.61944201002, 24909.66923373608, 24940.42176409912, 24978.525300963156, 25008.761702544536, 25207.93968697876, 25262.34007839396, 25271.39949257232, 25349.990439388042, 25384.98692370451, 25416.197760245577, 25427.729434179204, 25437.907780693007, 25440.0527023522, 25505.125197059053, 25546.46707219765, 25548.794403476255, 25614.332107929724, 25617.651651318203, 25621.718809119102, 25914.802254683847, 26048.707158376666, 26097.58350109577, 26111.23657451888, 26140.330109457445, 26154.72447311184, 26159.51415751832, 26237.146325077843, 26314.471631859273, 26328.33928683682, 26340.64531666923, 26363.6341657557, 26447.331396796217, 26659.55121179999, 26985.798409111012, 27076.401232394895, 27219.812359300355]","[17099.5657968083, 19804.232702414287, 20544.787977672666, 20805.657929891597, 20820.43928384557, 21367.303196955232, 21703.889959560067, 21790.068057911383, 21802.038519247937, 22256.587366728032, 22359.079223263405, 22466.61774106005, 22473.6685397929, 22519.49755893464, 22578.98222158901, 22903.88586441009, 23171.842508641887, 23183.29471842937, 23282.045676114838, 23316.68135170291, 23537.17705500928, 23946.63098859093, 24043.913883819965, 24121.88547553605, 24524.10839045281, 24660.600635833398, 25038.66469520715, 25173.162710224566, 26366.25987511556, 26421.58778296982, 26453.840212919404, 26465.58099536703, 26568.819263831065, 26644.377134201008, 26904.549254122256, 26958.71741377494, 27094.97853351087, 27321.260227326085, 27412.897417846278, 27516.345296980446, 27691.053915876582, 27746.3567694561, 27801.838751413332, 28474.70273232065, 28645.804688176653]",[],"{37: 38, 74: 42, 84: 12, 96: 25, 101: 24, 102: 18}"
8,departure,T3,36600,83,2,"[15899.736779908333, 21090.703450013927, 22615.642907134985, 23706.078639554144, 24657.378570662586, 25659.956904256665, 27882.01583200237, 28076.029331668597, 28183.664466673505, 28389.714125943952, 28956.61397875173, 29454.18544609498, 29505.12838574664, 29616.86385149534, 29722.21685931375, 29889.48152377831, 30445.926333517127, 30535.788846867646, 30849.11639153144, 30895.053406459912, 31035.014717965918, 31052.506097482874, 31112.221079132505, 31165.526927771374, 31452.5848165249, 31458.892825807394, 31539.473695057142, 32144.462565220238, 32319.533409425094, 32357.21302398482, 32596.9828661348, 32626.59821499009, 32832.174598115555, 32868.08613540074, 33038.31075388217, 33099.52280009847, 33170.28777982341, 33268.141877488735, 33360.48796994465, 33455.30225186964, 33514.38946616338, 33528.00232976273, 33535.133807211285, 33690.92826803282, 33794.413466590835, 33927.53869156255, 33945.31805671939, 34114.22502230717, 34146.32655257187, 34326.97783728617, 35293.42526317435, 36984.41878206782]","[23106.650856035467, 24541.878636634632, 26719.279793558824, 27837.020583499194, 28199.63631169351, 28655.301157011894, 28740.311208099614, 28983.921994156797, 30027.963830917797, 30253.131068441635, 30536.338180608018, 30624.415081017247, 30699.989846091732, 30702.955296242395, 30863.149243370448, 31860.462435313228, 31884.005927289036, 33463.29999032095, 33608.89368475367, 33764.49038370395, 34009.613879697186, 34456.89609089928]","[28620, 28860, 30240, 30240, 33060, 33360, 33360, 33360, 33660]","{208: 1, 233: 1}"
9,departure,T2E,25800,24,24,"[16453.03068604323, 16466.46979134989, 19459.612743401267, 19800.139569867413, 19933.5438391906, 21253.664715763396, 21595.80811376509, 21601.110015623373, 22062.28702349811, 22179.09725797429, 22213.882658026203, 22237.36576304691, 22279.912312366472, 22825.41974917449, 23037.82460738498, 23153.548837570692, 24880.817533996043]","[18201.092123565406, 19018.21297592577, 20720.285998373976, 21358.04994132616, 21526.768675283405, 22123.288577754596, 22144.815416552457]",[],"{13: 1, 14: 1, 15: 1, 17: 2, 18: 1, 20: 2, 21: 1, 23: 1, 25: 1, 26: 1, 28: 1, 29: 7, 30: 1, 35: 1, 45: 2}"
10,departure,T3,18900,184,0,"[5742.574584654996, 10430.721199898297, 10557.900103379638, 10633.877434335262, 10640.784960934718, 11359.946711590988, 11570.834622972998, 11828.027187995047, 12034.402733456807, 12042.028604931491, 12147.275593426379, 12392.270424654293, 12418.561326949282, 12647.19298468857, 12666.489007460124, 12759.113281909935, 12767.87251685633, 12784.696730968595, 12805.368036552376, 12851.340269734008, 12950.388460806396, 12981.249988345182, 13083.661894295095, 13140.511615170244, 13196.652493375117, 13231.576605911196, 13244.970187303119, 13348.875191209294, 13368.319328248825, 13416.460465657914, 13463.192102644245, 13467.844763839257, 13471.93671261456, 13502.642500380558, 13577.84463753829, 13618.105290321595, 13647.845983772062, 13659.690278572985, 13759.80620553197, 13812.327921296299, 13879.048622459206, 13882.422674975907, 13887.229015039935, 14016.902001707615, 14042.822891211648, 14058.357226310147, 14076.596529287039, 14090.319691427467, 14093.200496579699, 14130.632975058204, 14132.69572588521, 14151.296466293887, 14228.560750329127, 14246.13774674164, 14355.229683046102, 14417.452566893142, 14429.648858947965, 14470.529942251951, 14482.178049470233, 14595.911318886734, 14635.855060623227, 14651.2039787934, 14787.288848553972, 14820.889452210084, 14854.615826206033, 14869.961719058676, 14918.159822626481, 14934.291193465935, 14958.659784079038, 14973.761006024515, 15003.252615462978, 15023.522711835725, 15054.658049534497, 15063.29103513496, 15180.1405071072, 15204.138552705821, 15219.844336963624, 15319.82217521179, 15359.44597367532, 15405.91151677542, 15426.795210707498, 15471.022335762616, 15615.94215760702, 15694.666440898276, 15695.126720438862, 15717.280652810414, 15788.929777328707, 15796.404984217603, 15812.001950845806, 15837.393105462748, 15868.879909165405, 15876.928940896722, 15936.600497836946, 15970.411913612514, 16059.419984392245, 16081.26530863865, 16131.679113030168, 16158.161309477246, 16196.6139252037, 16236.918535940102, 16328.086749467477, 16360.529703782588, 16528.49590260681, 16542.901011345846, 16570.03394909298, 16581.218151410634, 16592.746002612217, 16658.254748069965, 16702.513758324738, 16771.66513632917, 16881.985138350265, 16895.85154087337, 16950.94255527507, 16997.540826441676, 17013.836241171124, 17042.965679492387, 17112.03746158498, 17194.92144420313, 17316.93865784462, 17342.581557235764, 17372.3311802386, 17554.279775824452, 17688.790893563993, 18034.891167756366, 18208.234505597095]","[9048.931924962028, 10714.236521960553, 11792.106665404113, 11973.700967585679, 12226.02868373606, 12992.37401201257, 13047.91096800613, 13264.857092300193, 13414.303382720263, 13724.402549154796, 13787.111270709227, 13913.841959280735, 13928.732465349822, 13944.877168268189, 14044.927989370039, 14075.14468620117, 14084.651796231326, 14099.852696224505, 14105.094441079253, 14255.420438681775, 14591.946848376048, 14720.73088498418, 14821.85351673371, 14842.841459064823, 14885.948336666663, 15038.856502953413, 15049.448006565228, 15052.969297578538, 15088.10436117776, 15136.75545983272, 15230.472141264809, 15250.075825068097, 15351.902340784525, 15397.030867991243, 15405.410024774814, 15407.357232044425, 15428.612474151741, 15468.186279694233, 15662.301019923365, 15733.633609679231, 15848.848164456085, 16186.991715909084, 16453.520358835525, 16493.67790046553, 16494.59060703031, 16520.048065864255, 16572.713356939068, 16639.432020714878, 16704.036808623037, 17011.46387277719, 17054.473880538113, 17371.995185450072, 17522.454002096987, 17557.086259194526, 17863.418201580826, 17929.957876433633, 17981.178667086, 18797.87364865683, 18811.80223748555]",[],{}
11,departure,T2D,19800,185,0,"[4241.061725786253, 8955.176586512203, 10079.142537401818, 11111.265546718245, 11922.738720861546, 12181.68947385406, 12298.054130757173, 12552.140658427687, 12780.976476551652, 12983.990808005261, 13101.87274800461, 13113.098844831467, 13128.333720090926, 13293.681578511883, 13293.755363100121, 13396.206472348566, 13517.238068506027, 13552.244274949604, 13590.968141109572, 13599.741946569859, 13602.73807936127, 13659.393628207432, 13711.528644986896, 13745.066861986572, 13901.359227423683, 14064.903987779082, 14080.381131480177, 14088.216953991794, 14106.767214401336, 14130.660520613439, 14274.96221350208, 14295.221433323293, 14325.335448291828, 14642.052990106871, 14645.206172588874, 14702.639483509063, 14707.510022621751, 14759.56776647566, 14802.056157074552, 14835.146543428264, 15164.914232537196, 15287.799728223987, 15378.485321140377, 15459.679103380175, 15506.211407296822, 15601.03241399155, 15653.017982511334, 15706.144396189306, 15722.780266900792, 15722.847582349532, 15735.116097558164, 15815.566870663682, 15849.366416921923, 15926.368908738239, 15994.331777993972, 16021.488829772808, 16157.523923962419, 16167.921054784423, 16175.259769816166, 16189.674897624607, 16288.920090251677, 16336.881375115254, 16375.257401512845, 16402.70091394102, 16403.555115679716, 16435.38422966631, 16448.095939076826, 16457.841844742616, 16465.424589759783, 16467.401026991298, 16515.886161048584, 16541.412933089574, 16686.7790350838, 16703.68754172032, 16735.58447301792, 16772.30251518165, 16772.530579783263, 16856.75638293225, 16883.564443095238, 16891.14893780945, 16976.722587029388, 17097.2525991756, 17125.76772642666, 17129.284820925608, 17159.599589476973, 17177.82206356643, 17187.991455694566, 17247.761078302032, 17311.704916792456, 17338.183318536652, 17356.177060181526, 17391.102179174126, 17391.224061953864, 17437.51813293713, 17452.128780279647, 17519.14387092429, 17534.830655737045, 17583.25955125017, 17722.183342484095, 17747.654514540343, 17761.594766770566, 17819.926143255794, 17827.780319293746, 17843.10388077274, 17854.52223365986, 17859.555263774946, 17953.953022922098, 18063.73712276797, 18146.60740971592, 18204.96621920414, 18335.762287019985, 18362.815693701497, 18368.399561377337, 18440.291151016492, 18446.786499639788, 18451.30684413339, 18531.503535765085, 18671.35389472236, 18723.521986557444, 18764.01277295137, 18998.242038697026, 19222.53506106304, 19684.437625247523, 20827.37153743531, 21392.287623036947]","[9387.744206681082, 12465.78864753356, 13209.247403032783, 13511.672630544723, 13541.08256369233, 13616.910883345072, 13627.114705632834, 13778.412240097487, 13862.20404647749, 14084.005188340092, 14190.655741356528, 14220.651649212949, 14232.691028091536, 14561.752373920703, 14584.200236299226, 14597.056796518642, 14770.716297076298, 14784.670511617085, 14812.564483380498, 15039.4713614579, 15132.825386698581, 15180.675641222088, 15186.090061355932, 15239.132626657432, 15258.01619411085, 15336.156360005147, 15414.316141242933, 15531.445063133177, 15671.702718216911, 15786.595478367351, 15791.306825544318, 15827.371182747562, 16000.603671587225, 16006.395920518782, 16009.431215880626, 16099.272252293238, 16163.572364752434, 16253.939406967196, 16325.366597705346, 16390.481144401016, 16470.500693634855, 16551.103160480812, 16622.224570481892, 16809.33625481835, 16810.999901461433, 16812.866482027144, 17030.988192189743, 17049.320339409926, 17204.25686457319, 17419.002022847977, 17437.25547630086, 17456.897991017802, 17461.00425897289, 17584.15397724068, 18285.6270236232, 18864.054610095965, 18951.92148138332, 18981.805909724444, 19213.70881709056, 19694.624157170085]",[],{}
13,departure,T2E,54600,139,162,"[31476.8962467901, 36955.89122900356, 37300.15106234169, 38061.15144393158, 38936.76083797201, 39149.85842534705, 40052.860466251645, 40116.061934072524, 40461.31949784739, 40703.18551131608, 41077.60491386629, 41581.676072538605, 42147.849048975404, 42157.8206303652, 42471.52911914669, 42815.65537868671, 42846.611943547956, 43493.68427522145, 43544.96028744495, 43557.5066890678, 43767.14100742515, 44140.907709393774, 45004.71529067713, 45212.38330792784, 45232.77480302093, 45554.23503157223, 46157.90007564203, 46225.076247363664, 46516.796719183425, 46888.01251652477, 46958.97819126094, 47046.93692370983, 47260.38242577272, 47325.77387505853, 47357.19198039425, 47372.7552533055, 47394.64653099637, 47403.199495111585, 47408.81797997088, 47419.40281413734, 47537.86704232552, 47889.521948488094, 47945.46624660471, 48185.204659939634, 48465.37132631268, 48476.15744030432, 48501.32221307955, 48544.74732332421, 48569.05489893628, 48622.23733079363, 48633.23933887473, 48732.6102095979, 48996.54834988253, 49037.27785029735, 49063.03661714816, 49139.6084768164, 49293.94770313828, 49299.99471743407, 49513.225945593855, 49553.95522861904, 49636.23407588288, 49648.60891676725, 49836.79404871394, 49994.92124871689, 50211.12598725074, 50289.30139332252, 50502.51466100656, 50510.613808425434, 50867.11322338116, 50927.51027603092, 51234.264600994284, 51279.90152863694, 51413.44049916504, 51628.654235011854, 51913.5140139289, 52109.253528027424, 52441.38012782177, 52460.41491181747, 52567.422025014406, 52646.16435058449, 53706.28142004149, 54106.700716776424, 54117.50576189063, 54264.67731411102, 54831.46861506783]","[33793.61674997534, 37233.56255861253, 39860.98722849305, 40000.746852778626, 42868.87251684227, 42971.517187949794, 43116.65837239651, 43227.361960847185, 44774.9432823468, 44777.55486043459, 44851.387104314665, 44851.551359670906, 45700.973168257064, 46030.32130092538, 46129.76870309761, 46217.02575433489, 46558.12408884512, 47561.79897831364, 47606.47156063655, 48152.5126311137, 48349.1139461981, 48624.46725744693, 48755.81568535406, 48794.633357968145, 48930.90055311331, 48941.50266921398, 49516.11465852006, 49809.42016724055, 50257.39589837449, 50262.37048854032, 50444.18492807045, 50688.65570790609, 50912.16646630306, 51149.09304455562, 51508.08952812749, 51808.65763243502, 52113.655930584384, 52460.39957278286]","[44220, 44220, 44280, 44280, 44880, 46260, 46620, 47460, 47460, 47460, 49560, 49560, 49560, 49740, 49740, 50820]","{387: 1, 390: 8, 399: 5, 400: 6, 402: 2, 405: 5, 407: 1, 410: 1, 412: 6, 419: 13, 420: 6, 423: 8, 433: 15, 436: 1, 438: 3, 439: 15, 440: 8, 441: 2, 442: 9, 443: 1, 444: 5, 446: 10, 451: 12, 452: 10, 458: 9}"
